50,0,680,1700,3400,5100,6810,8500,10200,13620,0
51,0,705,1760,3500,5300,7070,8800,10600,14140,0
52,0,730,1830,3650,5500,7340,9150,11000,14680,0
53,0,760,1900,3800,5700,7610,9500,11400,15220,0
54,0,785,1970,3900,5900,7890,9850,11800,15780,0
55,0,815,2040,4050,6100,8170,10200,12250,16340,0
56,0,845,2110,4200,6300,8450,10550,12650,16900,0
57,0,870,2180,4350,6500,8730,10900,13050,17460,0
58,0,900,2250,4500,6750,9020,11250,13500,18040,0
59,0,930,2320,4650,6950,9310,11600,13950,18620,0
60,0,955,2380,4750,7150,9550,11900,14300,19100,0
61,0,970,2400,4850,7300,9800,12200,14700,19600,0
62,0,1000,2550,5000,7600,10050,12600,15050,20100,0
63,0,1050,2600,5250,7800,10400,12950,15550,20800,0
64,0,1080,2650,5400,8050,10750,13350,16000,21500,0
65,0,1100,2700,5500,8250,11000,13750,16500,22000,0
66,0,1130,2850,5650,8550,11300,14150,17000,22600,0
67,0,1160,2900,5800,8750,11650,14600,17450,23300,0
68,0,1200,3050,6000,9000,12000,14950,17950,24000,0
69,0,1230,3100,6150,9250,12300,15400,18450,24600,0
70,0,1250,3150,6250,9500,12650,15800,19000,25300,0
71,0,2000,5050,10050,15100,20100,25150,30150,40200,0
72,0,2050,5100,10150,15250,20300,25400,30450,40600,0
73,0,2050,5150,10250,15400,20500,25650,30750,41000,0
74,0,2100,5200,10400,15550,20750,25950,31150,41500,0
75,0,2100,5250,10500,15700,20950,26200,31450,41900,0
76,0,2100,5300,10600,15850,21150,26450,31750,42300,0
77,0,2150,5350,10700,16050,21400,26750,32100,42800,0
78,0,2150,5400,10800,16200,21600,27000,32400,43200,0
79,0,2200,5450,10900,16350,21800,27250,32700,43600,0
80,0,2200,5500,11050,16550,22050,27550,33100,44100,0
81,0,2770,6950,13850,20800,27700,34650,41550,55400,0
82,0,3490,8750,17450,26200,34900,43650,52350,69800,0
83,0,4390,11000,21950,32950,43900,54900,65850,87800,0
84,0,5520,13800,27600,41400,55200,69000,82800,110400,0
85,0,6940,17350,34700,52050,69400,86750,104100,138800,0
86,0,7190,18000,35950,53950,71900,89900,107850,143800,0
87,0,7440,18600,37200,55800,74400,93000,111600,148800,0
88,0,7700,19250,38500,57750,77000,96250,115500,154000,0
89,0,17500,43750,87500,131250,175000,218750,262500,350000,0
90,0,17635,44100,88200,132250,176350,220450,264550,352700,0
91,0,17765,44400,88850,133250,177650,222050,266500,355300,0
92,0,17900,44750,89500,134250,179000,223750,268500,358000,0
93,0,18030,45100,90150,135250,180300,225400,270450,360600,0
94,0,18160,45400,90800,136200,181600,227000,272400,363200,0
95,0,18290,45750,91450,137200,182900,228650,274350,365800,0
96,0,18420,46050,92100,138150,184200,230250,276300,368400,0
97,0,18545,46350,92750,139100,185450,231800,278200,370900,0
98,0,18675,46700,93400,140050,186750,233450,280150,373500,0
99,0,18800,47000,94000,141000,188000,235000,282000,376000,0
100,0,18930,47350,94650,142000,189300,236650,283950,378600,0
