Name_lang,Description_lang,ID,Pos[0],Pos[1],Pos[2],PortLocID,PlayerConditionID,UiTextureAtlasMemberID,Flags,WMOGroupID,PoiDataType,PoiData,ContinentID,AreaID,WorldStateID,UiWidgetSetID,Importance,Icon
Stonefield Farm,,951,-9901.14,378.19,0,0,0,0,4,0,0,0,0,57,0,0,0,6
Northshire Vineyards,,954,-9067.35,-333.965,0,0,0,0,4,0,0,0,0,24,0,0,0,6
Tower of Ilgalar,,955,-9281.33,-3318.81,0,0,0,0,4,0,0,0,0,1000,0,0,0,6
Render's Rock,,956,-8674.12,-2290.05,0,0,0,0,4,0,0,0,0,996,0,0,0,6
Spirit Den,,1007,-13751.4,-18.3165,0,0,0,0,4,0,0,0,0,1737,0,0,0,6
Rethban Caverns,,1008,-8970.76,-2002.7,0,0,0,0,4,0,0,0,0,-1,0,0,0,6
Boulderfist Outpost,,1010,-1194.05,-2119.16,0,0,0,0,4,0,0,0,0,1858,0,0,0,6
Grosh'gok Compound,,1011,-11112.2,-2335.63,0,0,0,0,4,0,0,0,0,2561,0,0,0,6
Stagalbog Cave,,1012,-10803.2,-3739.01,0,0,0,0,4,0,0,0,0,1797,0,0,0,6
Temple of Atal'Hakkar,,1013,-10429.9,-3828.52,0,0,0,0,4,0,0,0,0,74,0,0,0,6
The Tower of Arathor,,1014,-1778.21,-1513.16,0,0,0,0,4,0,0,0,0,324,0,0,0,6
Wildhammer Keep,,1015,316.946,-2119.3,0,0,0,0,4,0,0,0,0,348,0,0,0,6
Night Web's Hollow,,1016,2046.11,1829.45,0,0,0,0,4,0,0,0,0,154,0,0,0,6
Terrorweb Tunnel,,1017,3035.33,-2773.9,0,0,0,0,4,0,0,0,0,2627,0,0,0,6
Browman Mill,,1018,2483.98,-5183.79,0,0,0,0,4,0,0,0,0,2271,0,0,0,6
Uldaman,,1027,-6092.01,-3179.35,0,0,0,0,4,0,0,0,0,1897,0,0,0,6
Dustbelch Grotto,,1028,-7320.59,-2265.09,0,0,0,0,4,0,0,0,0,344,0,0,0,6
Westbrook Garrison,,1029,-9615.71,667.327,0,0,0,0,4,0,0,0,0,60,0,0,0,6
Jasperlode Mine,,1030,-9184.5,-605.891,0,0,0,0,4,0,0,0,0,91,0,0,0,6
Janeiro's Point,,1031,-14179.6,718,0,0,0,0,4,0,0,0,0,35,0,0,0,6
Algaz Station,,1032,-4817.79,-2666.7,0,0,0,0,4,0,0,0,0,838,0,0,0,6
Grim Batol,,1033,-4055,-3448.54,0,0,0,0,4,0,0,0,0,1038,0,0,0,6
Venture Co. Mine,,1047,-1501.49,-1036.19,0,0,0,0,4,0,0,0,1,820,0,0,0,6
Blackwood Den,,1048,4619.42,25.6126,0,0,0,0,4,0,0,0,1,449,0,0,0,6
Wildbend River,,1049,5056.04,220.755,0,0,0,0,4,0,0,0,1,448,0,0,0,6
Cliffspring Falls,,1050,6870.57,-662.396,0,0,0,0,4,0,0,0,1,456,0,0,0,6
Fray Island,,1067,-1668.51,-4329.2,0,0,0,0,4,0,0,0,1,-1,0,0,0,6
Wailing Caverns,,1068,-837.968,-2037,0,0,0,0,4,0,0,0,1,387,0,0,0,6
Shady Rest Inn,,1087,-3723.63,-2535.18,0,0,0,0,4,0,0,0,1,2302,0,0,0,6
Darkmist Cavern,,1088,-2829.79,-2722.81,0,0,0,0,4,0,0,0,1,496,0,0,0,6
North Point Tower,,1089,-2884.79,-3429.99,0,0,0,0,4,0,0,0,1,496,0,0,0,6
Bluefen,,1090,-2685.32,-3087.58,0,0,0,0,4,0,0,0,1,496,0,0,0,6
Lost Point,,1091,-3925.5,-2862.15,0,0,0,0,4,0,0,0,1,2302,0,0,0,6
Tidefury Cove,,1092,-4300.98,-4062.71,0,0,0,0,4,0,0,0,1,511,0,0,0,6
Stonemaul Ruins,,1093,-4346.02,-3321.15,0,0,0,0,4,0,0,0,1,510,0,0,0,6
Onyxia's Lair,,1094,-4698.06,-3720.58,0,0,0,0,4,0,0,0,1,511,0,0,0,6
Emberstrife's Den,,1095,-4987.73,-3832.99,0,0,0,0,4,0,0,0,1,511,0,0,0,6
Bloodfen Burrow,,1096,-4335.04,-2639.53,0,0,0,0,4,0,0,0,1,509,0,0,0,6
Sentry Point,,1097,-3476.59,-4109.08,0,0,0,0,4,0,0,0,1,502,0,0,0,6
Swamplight Manor,,1098,-2949.47,-3893.5,0,0,0,0,4,0,0,0,1,502,0,0,0,6
Irondeep Mine,Alliance Controlled,1099,793.751,-330.197,0,0,0,0,132,0,0,0,30,0,1358,0,0,2
Stonehearth Outpost,,1100,1.66764,-292.675,0,0,0,0,4,0,0,0,30,0,0,0,0,6
Iceblood Garrison,,1101,-537.807,-168.363,0,0,0,0,4,0,0,0,30,0,0,0,0,6
Coldtooth Mine,Horde Controlled,1102,-946.912,-195.454,0,0,0,0,132,0,0,0,30,0,1356,0,0,1
Frostwolf Keep,,1103,-1369.01,-225.37,0,0,0,0,4,0,0,0,30,0,0,0,0,6
Marshal's Refuge,,1104,-6143.21,-1078.89,0,0,0,0,4,0,0,0,1,538,0,0,0,6
Fungal Rock,,1105,-6370.15,-1836.52,0,0,0,0,4,0,0,0,1,538,0,0,0,6
Wavestrider Beach,,1106,-7693.45,-4878.96,0,0,0,0,4,0,0,0,1,1336,0,0,0,6
Uldum,,1107,-9635.41,-2787.2,0,0,0,0,4,0,0,0,1,990,0,0,0,6
Darkcloud Pinnacle,,1108,-5086.21,-1919.44,0,0,0,0,4,0,0,0,1,2097,0,0,0,6
Roguefeather Den,,1109,-5466.71,-1636.27,0,0,0,0,4,0,0,0,1,483,0,0,0,6
Mirage Raceway,,1110,-6239.42,-3973.12,0,0,0,0,4,0,0,0,1,439,0,0,0,6
The Rustmaul Digsite,,1111,-6490.61,-3449.15,0,0,0,0,4,0,0,0,1,439,0,0,0,6
Splithoof Hold,,1112,-5065.61,-2367.61,0,0,0,0,4,0,0,0,1,481,0,0,0,6
The Weathered Nook,,1113,-5213.85,-2794.53,0,0,0,0,4,0,0,0,1,481,0,0,0,6
Ironstone Camp,,1114,-5848.05,-3412.38,0,0,0,0,4,0,0,0,1,2303,0,0,0,6
Weazel's Crater,,1115,-5799.94,-3899.53,0,0,0,0,4,0,0,0,1,439,0,0,0,6
Tahonda Ruins,,1116,-6569.91,-3894.97,0,0,0,0,4,0,0,0,1,439,0,0,0,6
Roland's Doom,,1127,-11076,-1139.98,0,0,0,0,4,0,0,0,0,241,0,0,0,6
Beggar's Haunt,,1128,-10349.7,-1538.8,0,0,0,0,0,0,0,0,0,42,0,0,0,6
Bolgan's Hole,,1147,-2281.95,2499.6,0,0,0,0,4,0,0,0,1,606,0,0,0,6
Maraudon,,1148,-1422.62,2918.45,0,0,0,0,4,0,0,0,1,607,0,0,0,6
Ghost Walker Post,,1149,-1224.06,1736.67,0,0,0,0,4,0,0,0,1,596,0,0,0,6
Scrabblescrew's Camp,,1150,-1407.87,1493.13,0,0,0,0,4,0,0,0,1,602,0,0,0,6
Valley of Bones,,1151,-2251.19,1513.55,0,0,0,0,4,0,0,0,1,602,0,0,0,6
Rage Scar Hold,,1168,-3842.71,1738.94,0,0,0,0,4,0,0,0,1,1119,0,0,0,6
Ruins of Solarsal,,1169,-4852.91,3616.63,0,0,0,0,4,0,0,0,1,1117,0,0,0,6
Ravaged Twilight Camp,,1171,-6206.25,1766.95,0,0,0,0,4,0,0,0,1,2740,0,0,0,6
Twilight Post,,1172,-6740.04,1636.32,0,0,0,0,4,0,0,0,1,3098,0,0,0,6
Twilight Outpost,,1173,-7929.11,1833.28,0,0,0,0,4,0,0,0,1,2743,0,0,0,6
Woodpaw Hills,,1174,-4915.81,199.275,0,0,0,0,4,0,0,0,1,1101,0,0,0,6
Lariss Pavillion,,1175,-4052.72,81.5525,0,0,0,0,4,0,0,0,1,1103,0,0,0,6
Slither Rock,,1176,-7652.52,-3030.61,0,0,0,0,4,0,0,0,0,2420,0,0,0,6
Flame Crest,,1177,-7479.77,-2186.4,0,0,0,0,4,0,0,0,0,250,0,0,0,6
Shalzaru's Lair,,1187,-5492.37,3622.79,0,0,0,0,4,0,0,0,1,1121,0,0,0,6
Stormpike Graveyard,Alliance Controlled,1208,666.927,-305.544,0,0,0,0,132,0,0,0,30,0,1333,0,0,14
Snowfall Graveyard,Horde Controlled,1209,-202.695,-112.569,0,0,0,0,132,0,0,0,30,0,1342,0,0,12
Frostwolf Graveyard,Horde Controlled,1210,-1083.31,-307.402,0,0,0,0,132,0,0,0,30,0,1338,0,0,12
Scalebeard's Cave,,1211,3705.1,-6043.45,0,0,0,0,4,0,0,0,1,1227,0,0,0,6
Timbermaw Hold,,1212,6900.63,-2298.18,0,0,0,0,4,0,0,0,1,2246,0,0,0,6
The Ruins of Kel'Theril,,1213,6426.76,-4304.99,0,0,0,0,4,0,0,0,1,2251,0,0,0,6
Dun Mandarr,,1214,5718.83,-4507.31,0,0,0,0,4,0,0,0,1,2245,0,0,0,6
Talrendis Point,,1215,2707.72,-3869.25,0,0,0,0,4,0,0,0,1,1235,0,0,0,6
Rethress Sanctum,,1216,2195.67,-6438.33,0,0,0,0,4,0,0,0,1,1256,0,0,0,6
Moon Horror Den,,1217,7123.02,-4631.57,0,0,0,0,4,0,0,0,1,2255,0,0,0,6
Timbermaw Hold,,1218,6817.78,-2097.68,0,0,0,0,4,0,0,0,1,1762,0,0,0,6
Irontree Cavern,,1219,6481.87,-1571,0,0,0,0,4,0,0,0,1,1767,0,0,0,6
Bloodvenom Post,,1220,5111.98,-353.403,0,0,0,0,4,0,0,0,1,1765,0,0,0,6
Sishir Canyon,,1227,515.845,624.05,0,0,0,0,4,0,0,0,1,2541,0,0,0,6
Cragpool Lake,,1228,1543.57,70.1338,0,0,0,0,4,0,0,0,1,461,0,0,0,6
Windshear Mine,,1229,981.949,-358.9,0,0,0,0,4,0,0,0,1,461,0,0,0,6
The Talondeep Path,,1230,1531.94,-576.57,0,0,0,0,4,0,0,0,1,461,0,0,0,6
The Talon Den,,1231,2416.89,1792.39,0,0,0,0,4,0,0,0,1,467,0,0,0,6
The Ruins of Ordil'Aran,,1232,3493.89,-119.601,0,0,0,0,4,0,0,0,1,413,0,0,0,6
Bathran's Haunt,,1233,3827.37,-161.305,0,0,0,0,4,0,0,0,1,413,0,0,0,6
Zoram'gar Outpost,,1234,3362.22,1010.16,0,0,0,0,4,0,0,0,1,414,0,0,0,6
Falfarren River,,1235,2231.21,-2222.91,0,0,0,0,4,0,0,0,1,428,0,0,0,6
Xavian,,1237,2936.56,-2822.67,0,0,0,0,4,0,0,0,1,430,0,0,0,6
Forest Song,,1238,2880.33,-3287.54,0,0,0,0,4,0,0,0,1,430,0,0,0,6
Demon Fall Canyon,,1239,1702.45,-3150.99,0,0,0,0,4,0,0,0,1,434,0,0,0,6
Silverwing Outpost,,1240,1776.64,-2065.15,0,0,0,0,4,0,0,0,1,422,0,0,0,6
The Dor'Danil Barrow Den,,1241,1776.23,-2678.36,0,0,0,0,4,0,0,0,1,422,0,0,0,6
Silverwind Refuge,,1242,2130.27,-1190.25,0,0,0,0,4,0,0,0,1,421,0,0,0,6
Greenpaw Village,,1243,2291.29,-1444.96,0,0,0,0,4,0,0,0,1,421,0,0,0,6
Bloodtooth Camp,,1244,1612.52,-1465.1,0,0,0,0,4,0,0,0,1,421,0,0,0,6
The Talondeep Path,,1245,1930.26,-732.677,0,0,0,0,4,0,0,0,1,421,0,0,0,6
Shrine of Remulos,,1246,7856.18,-2215.45,0,0,0,0,4,0,0,0,1,656,0,0,0,6
Nighthaven,,1247,7961.75,-2491.77,0,0,0,0,4,0,0,0,1,656,0,0,0,6
Stormrage Barrow Dens,,1248,7564.51,-2951.72,0,0,0,0,4,0,0,0,1,656,0,0,0,6
Dun Baldar South Bunker,Alliance Controlled,1249,571.535,-80.543,0,0,0,0,132,0,0,0,30,0,1361,0,0,10
Dun Baldar North Bunker,Alliance Controlled,1250,668.04,-128.176,0,0,0,0,132,0,0,0,30,0,1362,0,0,10
Icewing Bunker,Alliance Controlled,1251,217.425,-359.764,0,0,0,0,132,0,0,0,30,0,1363,0,0,10
Iceblood Tower,Horde Controlled,1252,-562.172,-273.554,0,0,0,0,132,0,0,0,30,-1,1385,0,0,9
Tower Point,Horde Controlled,1254,-760.664,-347.326,0,0,0,0,132,0,0,0,30,-1,1384,0,0,9
East Frostwolf Tower,Horde Controlled,1255,-1302.65,-305.886,0,0,0,0,132,0,0,0,30,-1,1383,0,0,9
Warsong Labor Camp,,1268,1575.91,-2463.94,0,0,0,0,4,0,0,0,1,422,0,0,0,6
Ariden's Camp,,1287,-10443.3,-2141.1,0,0,0,0,4,0,0,0,0,2697,0,0,0,6
Deadwind Ravine,,1288,-10572,-1841.05,0,0,0,0,4,0,0,0,0,2697,0,0,0,6
Sleeping Gorge,,1289,-10740.8,-1973.68,0,0,0,0,4,0,0,0,0,2938,0,0,0,6
Chillwind Camp,,1307,921.054,-1421.46,0,0,0,0,4,0,0,0,0,197,0,0,0,6
Dun Baldar,,1328,693.095,-19.197,0,0,0,0,4,0,0,0,30,0,0,0,0,6
Stonehearth Bunker,Alliance Controlled,1347,-160.17,-454.107,0,0,0,0,132,0,0,0,30,0,1364,0,0,10
Stormpike Aid Station,Alliance Controlled,1348,640.261,-18.6661,0,0,0,0,132,0,0,0,30,0,1325,0,0,14
Iceblood Graveyard,Horde Controlled,1349,-531.316,-405.584,0,0,0,0,132,0,0,0,30,0,1347,0,0,12
Stonehearth Graveyard,Alliance Controlled,1350,65.9825,-415.573,0,0,0,0,132,0,0,0,30,0,1302,0,0,14
Frostwolf Relief Hut,Horde Controlled,1351,-1415.05,-305.986,0,0,0,0,132,0,0,0,30,0,1330,0,0,12
Dun Baldar North Bunker,Destroyed,1352,678.076,-137.378,0,0,0,0,132,0,0,0,30,-1,1371,0,0,5
Dun Baldar North Bunker,In Conflict,1353,678.437,-137.095,0,0,0,0,132,0,0,0,30,0,1375,0,0,8
Dun Baldar North Bunker,In Conflict,1354,678.371,-137.14,0,0,0,0,132,0,0,0,30,0,1379,0,0,11
Dun Baldar South Bunker,Destroyed,1355,557.858,-88.1394,0,0,0,0,132,0,0,0,30,-1,1370,0,0,5
Dun Baldar South Bunker,In Conflict,1356,557.849,-88.2827,0,0,0,0,132,0,0,0,30,0,1374,0,0,8
Dun Baldar South Bunker,In Conflict,1357,557.752,-88.2432,0,0,0,0,132,0,0,0,30,0,1378,0,0,11
Coldtooth Mine,Alliance Controlled,1358,-948.309,-193.286,0,0,0,0,132,0,0,0,30,0,1355,0,0,2
Coldtooth Mine,Kobold Controlled,1359,-948.542,-193.079,0,0,0,0,132,0,0,0,30,0,1357,0,0,0
East Frostwolf Tower,Destoyed,1362,-1301.22,-306.564,0,0,0,0,132,0,0,0,30,-1,1366,0,0,5
East Frostwolf Tower,In Conflict,1363,-1301.4,-307.196,0,0,0,0,132,0,0,0,30,-1,1388,0,0,8
East Frostwolf Tower,In Conflict,1364,-1301.47,-307.241,0,0,0,0,132,0,0,0,30,-1,1393,0,0,11
Frostwolf Graveyard,Alliance Controlled,1368,-1083.54,-307.433,0,0,0,0,132,0,0,0,30,0,1337,0,0,14
Frostwolf Graveyard,In Conflict,1369,-1083.49,-307.617,0,0,0,0,132,0,0,0,30,-1,1339,0,0,3
Frostwolf Graveyard,In Conflict,1370,-1083.67,-307.436,0,0,0,0,132,0,0,0,30,0,1340,0,0,13
Frostwolf Relief Hut,Alliance Controlled,1371,-1414.93,-305.602,0,0,0,0,132,0,0,0,30,0,1329,0,0,14
Frostwolf Relief Hut,In Conflict,1372,-1414.79,-306.018,0,0,0,0,132,0,0,0,30,0,1332,0,0,13
Frostwolf Relief Hut,In Conflict,1373,-1414.89,-306.056,0,0,0,0,132,0,0,0,30,0,1331,0,0,3
Iceblood Graveyard,Alliance Controlled,1374,-531.344,-405.273,0,0,0,0,132,0,0,0,30,0,1346,0,0,14
Iceblood Graveyard,In Conflict,1375,-531.402,-405.326,0,0,0,0,132,0,0,0,30,0,1348,0,0,3
Iceblood Graveyard,In Conflict,1376,-531.425,-405.326,0,0,0,0,132,0,0,0,30,0,1349,0,0,13
Iceblood Tower,Destroyed,1377,-560.3,-271.439,0,0,0,0,132,0,0,0,30,-1,1368,0,0,5
Iceblood Tower,In Conflict,1378,-560.261,-271.528,0,0,0,0,132,0,0,0,30,-1,1395,0,0,11
Iceblood Tower,In Conflict,1379,-560.376,-271.281,0,0,0,0,132,0,0,0,30,-1,1390,0,0,8
Icewing Bunker,Destroyed,1380,209.101,-367.837,0,0,0,0,132,0,0,0,30,-1,1372,0,0,5
Icewing Bunker,In Conflict,1381,208.785,-367.938,0,0,0,0,132,0,0,0,30,0,1376,0,0,8
Icewing Bunker,In Conflict,1382,209.023,-368.034,0,0,0,0,132,0,0,0,30,0,1380,0,0,11
Irondeep Mine,Horde Controlled,1383,801.661,-330.015,0,0,0,0,132,0,0,0,30,0,1359,0,0,1
Irondeep Mine,Trogg Controlled,1384,801.41,-330.128,0,0,0,0,132,0,0,0,30,0,1360,0,0,0
Snowfall Graveyard,Alliance Controlled,1386,-202.963,-112.575,0,0,0,0,132,0,0,0,30,0,1341,0,0,14
Snowfall Graveyard,In Conflict,1387,-203.153,-112.587,0,0,0,0,132,0,0,0,30,0,1344,0,0,13
Snowfall Graveyard,In Conflict,1388,-203.09,-112.598,0,0,0,0,132,0,0,0,30,0,1343,0,0,3
Stonehearth Bunker,Destroyed,1389,-160.264,-454.198,0,0,0,0,132,0,0,0,30,-1,1373,0,0,5
Stonehearth Bunker,In Conflict,1390,-160.169,-454.076,0,0,0,0,132,0,0,0,30,0,1377,0,0,8
Stonehearth Bunker,In Conflict,1391,-160.403,-454.183,0,0,0,0,132,0,0,0,30,0,1381,0,0,11
Stonehearth Graveyard,Horde Controlled,1392,65.9149,-415.562,0,0,0,0,132,0,0,0,30,0,1301,0,0,12
Stonehearth Graveyard,In Conflict,1393,65.8907,-415.551,0,0,0,0,132,0,0,0,30,0,1304,0,0,3
Stonehearth Graveyard,In Conflict,1394,65.8889,-415.616,0,0,0,0,132,0,0,0,30,0,1303,0,0,13
Stormpike Aid Station,Horde Controlled,1395,641.501,-17.3997,0,0,0,0,132,0,0,0,30,0,1327,0,0,12
Stormpike Aid Station,In Conflict,1396,640.908,-18.1867,0,0,0,0,132,0,0,0,30,0,1326,0,0,3
Stormpike Aid Station,In Conflict,1397,640.699,-18.1078,0,0,0,0,132,0,0,0,30,0,1328,0,0,13
Stormpike Graveyard,Horde Controlled,1398,666.642,-305.542,0,0,0,0,132,0,0,0,30,0,1334,0,0,12
Stormpike Graveyard,In Conflict,1399,666.699,-305.533,0,0,0,0,132,0,0,0,30,0,1335,0,0,3
Stormpike Graveyard,In Conflict,1400,666.571,-305.432,0,0,0,0,132,0,0,0,30,0,1336,0,0,13
Tower Point,Destroyed,1405,-759.186,-348.19,0,0,0,0,132,0,0,0,30,-1,1367,0,0,5
Tower Point,In Conflict,1406,-759.141,-348.12,0,0,0,0,132,0,0,0,30,-1,1394,0,0,11
Tower Point,In Conflict,1407,-759.266,-348.044,0,0,0,0,132,0,0,0,30,-1,1389,0,0,8
Camp Taurajo,,1469,-2352.66,-1921.67,0,0,0,0,13,0,0,0,1,-1,0,0,3,4
Splintertree Post,,1471,2286.41,-2564.67,0,0,0,0,13,0,0,0,1,-1,0,0,3,4
The Swarming Pillar,,1472,-7066.79,731.852,0,0,0,0,4,0,0,0,1,3425,0,0,0,6
Bones of Grakkarond,,1473,-7234.61,874.224,0,0,0,0,4,0,0,0,1,3425,0,0,0,6
Woodpaw Den,,1475,-4835.2,863.048,0,0,0,0,4,0,0,0,1,1101,0,0,0,6
Revantusk Village,,1507,-573.459,-4590.51,0,0,0,0,13,0,0,0,0,307,0,0,0,4
Thorium Point,,1508,-6513.68,-1142.76,0,0,0,0,4,0,0,0,0,1442,0,0,0,6
Mor'shan Base Camp,,1512,1035.13,-2113.34,0,0,0,0,4,0,0,0,1,1703,0,0,0,6
