UiMin[0],UiMin[1],UiMax[0],UiMax[1],Region[0],Region[1],Region[2],Region[3],Region[4],Region[5],ID,UiMapID,OrderIndex,MapID,AreaID,WMODoodadPlacementID,WMOGroupID
0,0,1,1,-391.473,-248.549,-10000,204.306,645.119,1000000,40753,230,17,70,0,0,1278
0,0,1,1,-391.473,-248.549,-10000,204.306,645.119,1000000,40754,230,18,70,0,0,1279
0,0,1,1,-391.473,-248.549,-10000,204.306,645.119,1000000,40755,230,19,70,0,0,1280
0,0,1,1,-391.473,-248.549,-10000,204.306,645.119,1000000,40756,230,20,70,0,0,1281
0,0,1,1,-391.473,-248.549,-10000,204.306,645.119,1000000,40757,230,21,70,0,0,1282
0,0,1,1,-391.473,-248.549,-10000,204.306,645.119,1000000,40758,230,22,70,0,0,1283
0,0,1,1,-391.473,-248.549,-10000,204.306,645.119,1000000,40759,230,23,70,0,0,1284
0,0,1,1,-391.473,-248.549,-10000,204.306,645.119,1000000,40760,230,24,70,0,0,1285
0,0,1,1,-391.473,-248.549,-10000,204.306,645.119,1000000,40761,230,25,70,0,0,1286
0,0,1,1,-391.473,-248.549,-10000,204.306,645.119,1000000,40762,230,26,70,0,0,1287
0,0,1,1,-391.473,-248.549,-10000,204.306,645.119,1000000,40763,230,27,70,0,0,1289
0,0,1,1,-391.473,-248.549,-10000,204.306,645.119,1000000,40764,230,28,70,0,0,1291
0,0,1,1,-391.473,-248.549,-10000,204.306,645.119,1000000,40765,230,29,70,0,0,1292
0,0,1,1,-391.473,-248.549,-10000,204.306,645.119,1000000,40766,230,30,70,0,0,1293
0,0,1,1,-391.473,-248.549,-10000,204.306,645.119,1000000,40767,230,31,70,0,0,1294
0,0,1,1,-391.473,-248.549,-10000,204.306,645.119,1000000,40768,230,32,70,0,0,1295
0,0,1,1,-391.473,-248.549,-10000,204.306,645.119,1000000,40769,230,33,70,0,0,1296
0,0,1,1,-391.473,-248.549,-10000,204.306,645.119,1000000,40770,230,34,70,0,0,1297
0,0,1,1,-391.473,-248.549,-10000,204.306,645.119,1000000,40771,230,35,70,0,0,1298
0,0,1,1,-391.473,-248.549,-10000,204.306,645.119,1000000,40772,230,36,70,0,0,1299
0,0,1,1,-391.473,-248.549,-10000,204.306,645.119,1000000,40773,230,37,70,0,0,1300
0,0,1,1,-391.473,-248.549,-10000,204.306,645.119,1000000,40774,230,38,70,0,0,1301
0,0,1,1,-391.473,-248.549,-10000,204.306,645.119,1000000,40775,230,39,70,0,0,1302
0,0,1,1,-391.473,-248.549,-10000,204.306,645.119,1000000,40776,230,40,70,0,0,1303
0,0,1,1,-391.473,-248.549,-10000,204.306,645.119,1000000,40777,230,41,70,0,0,6174
0,0,1,1,-391.473,-248.549,-10000,204.306,645.119,1000000,40778,230,42,70,0,0,8105
0,0,1,1,-391.473,-248.549,-10000,204.306,645.119,1000000,40779,230,43,70,0,0,8106
0,0,1,1,-391.473,-248.549,-10000,204.306,645.119,1000000,40780,230,44,70,0,0,8107
0,0,1,1,-391.473,-248.549,-10000,204.306,645.119,1000000,40781,230,45,70,0,0,8108
0,0,1,1,-391.473,-248.549,-10000,204.306,645.119,1000000,40782,230,46,70,0,0,8109
0,0,1,1,-57.7735,52.5486,-10000,270.607,545.119,1000000,40783,231,0,70,0,0,1267
0,0,1,1,-57.7735,52.5486,-10000,270.607,545.119,1000000,40784,231,1,70,0,0,1269
0,0,1,1,-57.7735,52.5486,-10000,270.607,545.119,1000000,40785,231,2,70,0,0,1284
0,0,1,1,-57.7735,52.5486,-10000,270.607,545.119,1000000,40786,231,3,70,0,0,1288
0,0,1,1,-57.7735,52.5486,-10000,270.607,545.119,1000000,40787,231,4,70,0,0,1290
0,0,1,1,459.861,-1395.56,-10000,1303.06,-130.76,1000000,40788,232,0,409,0,0,14763
0,0,1,1,459.861,-1395.56,-10000,1303.06,-130.76,1000000,40789,232,1,409,0,0,14764
0,0,1,1,459.861,-1395.56,-10000,1303.06,-130.76,1000000,40790,232,2,409,0,0,14765
0,0,1,1,459.861,-1395.56,-10000,1303.06,-130.76,1000000,40791,232,3,409,0,0,14766
0,0,1,1,459.861,-1395.56,-10000,1303.06,-130.76,1000000,40792,232,4,409,0,0,14767
0,0,1,1,459.861,-1395.56,-10000,1303.06,-130.76,1000000,40793,232,5,409,0,0,14768
0,0,1,1,459.861,-1395.56,-10000,1303.06,-130.76,1000000,40794,232,6,409,0,0,14769
0,0,1,1,459.861,-1395.56,-10000,1303.06,-130.76,1000000,40795,232,7,409,0,0,14770
0,0,1,1,459.861,-1395.56,-10000,1303.06,-130.76,1000000,40796,232,8,409,0,0,14771
0,0,1,1,459.861,-1395.56,-10000,1303.06,-130.76,1000000,40797,232,9,409,0,0,14772
0,0,1,1,459.861,-1395.56,-10000,1303.06,-130.76,1000000,40798,232,10,409,0,0,14773
0,0,1,1,459.861,-1395.56,-10000,1303.06,-130.76,1000000,40799,232,11,409,0,0,14775
0,0,1,1,-12560.416,-2570.8333,-1000000,-11308.333,-693.75,1000000,40800,233,0,309,1977,0,0
0,0,1,1,0,0,-1000000,0,0,1000000,40801,234,0,429,2557,0,0
0,0,1,1,200,-387.5,-10000,1050,887.5,1000000,40802,235,0,429,0,0,18135
0,0,1,1,200,-387.5,-10000,1050,887.5,1000000,40803,235,1,429,0,0,18136
0,0,1,1,200,-387.5,-10000,1050,887.5,1000000,40804,235,2,429,0,0,18138
0,0,1,1,200,-387.5,-10000,1050,887.5,1000000,40805,235,3,429,0,0,18139
0,0,1,1,200,-387.5,-10000,1050,887.5,1000000,40806,235,4,429,0,0,18161
0,0,1,1,200,-387.5,-10000,1050,887.5,1000000,40807,235,5,429,0,0,18179
0,0,1,1,200,-387.5,-10000,1050,887.5,1000000,40808,235,6,429,0,0,18180
0,0,1,1,200,-387.5,-10000,1050,887.5,1000000,40809,235,7,429,0,0,18181
0,0,1,1,200,-387.5,-10000,1050,887.5,1000000,40810,235,8,429,0,0,18187
0,0,1,1,200,-387.5,-10000,1050,887.5,1000000,40811,235,9,429,0,0,18194
0,0,1,1,200,-387.5,-10000,1050,887.5,1000000,40812,235,10,429,0,0,18195
0,0,1,1,200,-387.5,-10000,1050,887.5,1000000,40813,235,11,429,0,0,18196
0,0,1,1,200,-387.5,-10000,1050,887.5,1000000,40814,235,12,429,0,0,18197
0,0,1,1,200,-387.5,-10000,1050,887.5,1000000,40815,235,13,429,0,0,18430
0,0,1,1,200,-387.5,-10000,1050,887.5,1000000,40816,235,14,429,0,0,18431
0,0,1,1,200,-387.5,-10000,1050,887.5,1000000,40817,235,15,429,0,0,18432
0,0,1,1,-150,125,-10000,200,650,1000000,40818,236,0,429,0,0,18116
0,0,1,1,-150,125,-10000,200,650,1000000,40819,236,1,429,0,0,18125
0,0,1,1,-150,125,-10000,200,650,1000000,40820,236,2,429,0,0,18126
0,0,1,1,-150,125,-10000,200,650,1000000,40821,236,3,429,0,0,18127
0,0,1,1,-150,125,-10000,200,650,1000000,40822,236,4,429,0,0,18128
0,0,1,1,-150,125,-10000,200,650,1000000,40823,236,5,429,0,0,18129
0,0,1,1,-150,125,-10000,200,650,1000000,40824,236,6,429,0,0,18151
0,0,1,1,-150,125,-10000,200,650,1000000,40825,236,7,429,0,0,18152
