Message_lang,Pos[0],Pos[1],Pos[2],ID,ContinentID,PhaseUseFlags,PhaseID,PhaseGroupID,Radius,Box_length,Box_width,Box_height,Box_yaw,ShapeType,ShapeID,AreaTriggerActionSetID,Flags
,-4932.53,-1596.05,84.8157,246,1,0,0,0,20,0,0,0,0,0,0,18492,0
,-236.47,2202.42,97.3452,254,33,0,0,0,5,0,0,0,0,0,0,18494,0
,-223.399,2101.97,97.3899,255,33,0,0,0,5,0,0,0,0,0,0,18495,0
,-189.006,2145.69,97.3899,256,33,0,0,0,7,0,0,0,0,0,0,18496,0
You must be at least level 10 to enter.,4252.37,756.974,-23.0632,257,1,0,0,0,12,0,0,0,0,0,0,18497,0
,-148.633,121.08,-33.4141,259,48,0,0,0,12,0,0,0,0,0,0,18498,0
,2019.73,2004.6,61.6874,262,47,0,0,0,15,0,0,0,0,0,0,18500,0
,-527.658,321.109,-50.2584,283,48,0,0,0,20,0,0,0,0,0,0,18503,0
,-8681.37,434.406,99.2579,284,0,0,0,0,7,0,0,0,0,0,0,18504,0
You must be at least level 30 to enter.,-6053.73,-2954.63,213.686,286,0,0,0,0,10,0,0,0,0,0,0,18505,0
,-228.193,34.1602,-39.2339,288,70,0,0,0,10,0,0,0,0,0,0,18506,0
,-3463.26,-4123.13,17.1043,302,1,0,0,0,8,0,0,0,0,0,0,18507,0
,-4058.75,-2732.54,35.3301,303,1,0,0,0,10,0,0,0,0,0,0,18508,0
,-312.205,-4.63256,-148.657,322,90,0,0,0,14,0,0,0,0,0,0,18509,0
You must be at least level 15 to enter.,-5161.33,939.623,258.288,324,0,0,0,370,10,0,0,0,0,0,0,18510,0
,-9029.174,-608.32886,56.4679,342,0,0,0,0,30,0,0,0,0,0,0,18511,0
,-10429.435,-3828.8408,-31.629646,362,0,0,0,0,150,0,0,0,0,0,0,18512,0
,-8681.4,434.439,99.259,382,0,0,0,0,7,0,0,0,0,0,0,18513,0
,-93.1614,1691.15,89.0649,422,1,0,0,0,20,0,0,0,0,0,0,18515,0
You must be at least level 25 to enter.,-4666.52,-2536.82,86.9671,442,1,0,0,0,10,0,0,0,0,0,0,18516,0
,2593.94,1124.64,56.179,444,129,0,0,0,11,0,0,0,0,0,0,18517,0
You must be at least level 35 to enter.,-10162.7,-3998.65,-107.978,446,0,0,0,0,11,0,0,0,0,0,0,18518,0
,-300,99,-127,448,109,0,0,0,13,0,0,0,0,0,0,18519,0
,2107.72,1823.77,79.9696,462,47,0,0,0,10,0,0,0,0,0,0,18529,0
,2165.75,1944.75,61.4635,463,47,0,0,0,15,0,0,0,0,0,0,18530,0
,-8932.78,-1986.4,139.905,482,0,0,0,0,12,0,0,0,0,0,0,18531,0
,39.3741,0.803469,-12.7883,503,34,0,0,0,8,0,0,0,0,0,0,18532,0
,-1679.3,-4328.96,2.58591,522,1,0,0,0,4,0,0,0,0,0,0,18533,0
You must be at least level 15 to enter.,-4858.27,785.03,241.06,523,0,0,0,370,12,0,0,0,0,0,0,18534,0
,-717.868,1.37207,-241.293,525,90,0,0,0,12,0,0,0,0,0,0,18535,0
,9947.48,2630.04,1318.6,527,1,0,0,0,10,0,0,0,0,0,0,18536,0
,8799.41,969.787,30.2409,542,1,0,0,0,10,0,0,0,0,0,0,18537,0
,-9465.58,16.8472,65.921,562,0,0,0,0,30,0,0,0,0,0,0,18538,0
,1687.57,1040.09,20.9829,602,189,0,0,0,8,0,0,0,0,0,0,18539,0
,853.679,1308.1,19.6714,604,189,0,0,0,8,0,0,0,0,0,0,18540,0
,1608.65,-308.97,20.7824,606,189,0,0,0,8,0,0,0,0,0,0,18541,0
,253.601,-196.804,21.0385,608,189,0,0,0,8,0,0,0,0,0,0,18542,0
You must be at least level 20 to enter.,2925.18,-820.545,161.634,610,0,0,0,0,8,0,0,0,0,0,0,18543,0
You must be at least level 20 to enter.,2877.98,-839.267,163.049,612,0,0,0,0,6,0,0,0,0,0,0,18544,0
You must be at least level 20 to enter.,2859.73,-824.91,162.083,614,0,0,0,0,8,0,0,0,0,0,0,18545,0
,-9219.37,-2149.94,70.606,682,0,0,0,0,30,0,0,0,0,0,0,18547,0
,-9023.26,892.398,33.5096,702,0,0,0,0,7,0,0,0,0,0,0,18548,0
,-9020.09,880.502,151.576,704,0,0,0,0,7,0,0,0,0,0,0,18549,0
,-10517,-1158.39,39.0542,707,0,0,0,0,30,0,0,0,0,0,0,18550,0
,-854.547,-576.314,18.4659,708,0,0,0,0,0,56.19,27.53,28.53,4.712,1,0,18551,0
,-3615.49,-4467.34,24.3141,709,1,0,0,0,30,0,0,0,0,0,0,18552,0
,-5601.46,-530.747,395.483,710,0,0,0,0,35,0,0,0,0,0,0,18553,0
,-5390.18,-2953.93,322.03,712,0,0,0,0,36,0,0,0,0,0,0,18554,0
,-3823.06,-834.526,18.2789,713,0,0,0,0,30,0,0,0,0,0,0,18555,0
,9809.05,959.188,1315.35,715,1,0,0,0,32,0,0,0,0,0,0,18556,0
,6410.01,527.035,14.0578,716,1,0,0,0,32,0,0,0,0,0,0,18557,0
,2756.64,-423.057,119.387,717,1,0,0,0,32,0,0,0,0,0,0,18558,0
,2266.68,245.993,44.4145,719,0,0,0,0,30,0,0,0,0,0,0,18559,0
,511.536,1638.63,75.4173,720,0,0,0,0,50,0,0,0,0,0,0,18560,0
,-4.94444,-934.91,62.4686,721,0,0,0,0,0,24.56,25.72,11.58,5.829,1,0,18561,0
,-2366.7,-345.983,-1.29313,722,1,0,0,0,30,0,0,0,0,0,0,18562,0
,-405.311,-2645.29,111.972,742,1,0,0,0,30,0,0,0,0,0,0,18563,0
,-1051.44,-3653.81,31.1352,743,1,0,0,0,30,0,0,0,0,0,0,18564,0
,-842.076,-472.462,-34.0656,762,48,0,0,0,10,0,0,0,0,0,0,18565,0
,-3752.81,-851.558,10.1153,802,0,0,0,0,20,0,0,0,0,0,0,18566,0
,-3668.34,-823.839,9.89915,803,0,0,0,0,12,0,0,0,0,0,0,18567,0
,-234.444,319.127,-47.5885,822,70,0,0,0,20,0,0,0,0,0,0,18568,0
,341.42,-4684.7,30.9493,843,1,0,0,0,30,0,0,0,0,0,0,18569,0
,-10487.3,-3256.87,39.8964,844,0,0,0,0,30,0,0,0,0,0,0,18570,0
,-14457,496.45,39.1392,862,0,0,0,0,28,0,0,0,0,0,0,18571,0
,-213.72,370.607,-35.3887,882,70,0,0,0,10,0,0,0,0,0,0,18572,0
You must be at least level 30 to enter.,-6606.48,-3762.19,266.91,902,0,0,0,0,12,0,0,0,0,0,0,18573,0
,1190.35,840.587,13.4342,922,209,0,0,0,20,0,0,0,0,0,0,18574,0
You must be at least level 35 to enter.,-6773.49,-2889.77,15.1063,924,1,0,0,0,20,0,0,0,0,0,0,18575,0
,-4950.65,-1625.14,-3.0157,942,1,0,0,0,25,0,0,0,0,0,0,18576,0
,-4950.74,-1595.14,-3.0157,943,1,0,0,0,25,0,0,0,0,0,0,18577,0
,-4950.65,-1567.1,-3.0157,944,1,0,0,0,25,0,0,0,0,0,0,18578,0
,1909.27,1015.11,11.5155,962,209,0,0,0,10,0,0,0,0,0,0,18579,0
,-2372.51,-1991.64,120.975,982,1,0,0,0,35,0,0,0,0,0,0,18580,0
,898.482,922.688,126.788,1022,1,0,0,0,35,0,0,0,0,0,0,18581,0
,-7162.14,-3845.95,8.78193,1023,1,0,0,0,20,0,0,0,0,0,0,18582,0
,-4370.83,3289.15,23.7823,1024,1,0,0,0,35,0,0,0,0,0,0,18583,0
,-4461.92,242.578,45.2465,1025,1,0,0,0,0,52.67,20.53,14.19,3.56,1,0,18584,0
,357.22,-2106.09,121.839,1042,0,0,0,0,60,0,0,0,0,0,0,18585,0
,29.2427,-22.1812,10.5272,1064,249,0,0,0,30,0,0,0,0,0,0,18586,0
,-14468,457.513,15.9822,1103,0,0,0,0,2,0,0,0,0,0,0,18589,0
,-5096.76,750.205,260.55,1104,0,0,0,0,2,0,0,0,0,0,0,18590,0
,-377.056,44.05,-156.483,1105,90,0,0,0,15,0,0,0,0,0,0,18591,0
,-8561.54,823.383,106.519,1125,0,0,0,0,3,0,0,0,0,0,0,18592,0
,-295.639,-3460.68,193.884,1205,0,0,0,0,14,0,0,0,0,0,0,18593,0
,-496.854,42.6929,-91.1318,1306,109,0,0,0,25,0,0,0,0,0,0,18595,0
,-467.521,95.3083,-105,1326,109,0,0,0,7,0,0,0,0,0,0,18596,0
,4260.73,-6273.64,90.2289,1387,1,0,0,0,20,0,0,0,0,0,0,18597,0
,4277.58,-6296,95.5764,1388,1,0,0,0,20,0,0,0,0,0,0,18598,0
,-11204.5,-2730.61,14.8972,1426,0,0,0,0,2,0,0,0,0,0,0,18599,0
,-11079.7,-2855.64,10.6911,1427,0,0,0,0,2,0,0,0,0,0,0,18600,0
,-11208.1,-2960.48,9.21449,1428,0,0,0,0,2,0,0,0,0,0,0,18601,0
,-11337.4,-2848.93,9.34404,1429,0,0,0,0,2,0,0,0,0,0,0,18602,0
,-11185.1,-2834.63,116.474,1446,0,0,0,0,2,0,0,0,0,0,0,18603,0
,1811.05,700.976,15.294,1447,209,0,0,0,30,20,20,20,0,0,0,18604,0
You must be at least level 40 to enter.,-7176.63,-937.667,170.206,1466,0,0,0,0,13,0,0,0,0,0,0,18605,0
You must be at least level 45 to enter.,-7518.19,-1239.13,287.243,1468,0,0,0,0,10,0,0,0,0,0,0,18606,0
,73.5083,-215.044,52.3869,1470,229,0,0,0,10,0,0,0,0,0,0,18607,0
,456.969,48.368,-65.2753,1472,230,0,0,0,12,0,0,0,0,0,0,18608,0
,-7921.14,-2604.18,223.346,1506,0,0,0,0,8,0,0,0,0,0,0,18609,0
,596.432,-188.498,-50,1526,230,0,0,0,8,0,0,0,0,0,0,18610,0
,376.106,-191.242,-70.5449,1590,230,0,0,0,10,0,0,0,0,0,0,18612,0
,-6657.35,-2157.1,264.133,1606,0,0,0,0,30,0,0,0,0,0,0,18613,0
,3122.2,2324.64,-129.32,1626,269,0,0,0,70,0,0,0,0,0,0,18614,0
,-78.5819,-401.395,38.9428,1628,229,0,0,0,20,0,0,0,0,0,0,18615,0
,-907.865,-3534.24,83.7878,1646,0,0,0,0,30,0,0,0,0,0,0,18616,0
,-3464.71,-4120.93,17.0987,1667,1,0,0,0,9,0,0,0,0,0,0,18618,0
,319.974,-215.185,-77.9542,1686,230,0,0,0,10,0,0,0,0,0,0,18619,0
,-7286.01,-2125.06,-272.114,1726,1,0,0,0,12,0,0,0,0,0,0,18620,0
,-7208.42,-2027.09,-271.74,1727,1,0,0,0,12,0,0,0,0,0,0,18621,0
,-7170.02,-1852.79,-272.988,1728,1,0,0,0,12,0,0,0,0,0,0,18622,0
,-7395.19,-1735.68,-279.763,1729,1,0,0,0,12,0,0,0,0,0,0,18623,0
,-7449.9,-2111.57,-271.766,1730,1,0,0,0,12,0,0,0,0,0,0,18624,0
,-7463.35,-1957.64,-272.532,1731,1,0,0,0,12,0,0,0,0,0,0,18625,0
,-7509.58,-1946.56,-270.537,1732,1,0,0,0,12,0,0,0,0,0,0,18626,0
,-7516.87,-1829.76,-272.647,1733,1,0,0,0,12,0,0,0,0,0,0,18627,0
,-7594.12,-1771.62,-273.612,1734,1,0,0,0,12,0,0,0,0,0,0,18628,0
,-7748.9,-1721.14,-271.909,1735,1,0,0,0,12,0,0,0,0,0,0,18629,0
,-7768.61,-1957.63,-272.126,1736,1,0,0,0,12,0,0,0,0,0,0,18630,0
,-7612.56,-1930.87,-271.828,1737,1,0,0,0,12,0,0,0,0,0,0,18631,0
,-7952.2,-1792.01,-272.893,1738,1,0,0,0,12,0,0,0,0,0,0,18632,0
,-7895.29,-1623.62,-269.707,1739,1,0,0,0,12,0,0,0,0,0,0,18633,0
,-7874.18,-1806.3,-271.459,1740,1,0,0,0,12,0,0,0,0,0,0,18634,0
,411.617,-201.646,-65.1446,1746,230,0,0,0,10,0,0,0,0,0,0,18635,0
,-7308.7134,-2001.4731,-272.4505,1766,1,0,0,0,12,0,0,0,0,0,0,18636,0
,690.518,-280.052,-43.1969,1786,230,0,0,0,7,0,0,0,0,0,0,18637,0
,471.142,-9.34378,-69.7993,1826,230,0,0,0,10,0,0,0,0,0,0,18639,0
,1380.15,-554.604,-89.643,1827,230,0,0,0,20,0,0,0,0,0,0,18640,0
,497.399,13.2319,-70.1372,1828,230,0,0,0,10,0,0,0,0,0,0,18641,0
,6818.56,-391.735,40.123,1906,1,0,0,0,50,0,0,0,0,0,0,18642,0
,845.911,-317.369,-50.2868,1926,230,0,0,0,10,0,0,0,0,0,0,18643,0
,70.8611,-409.014,64.3477,1946,229,0,0,0,10,0,0,0,0,0,0,18644,0
,4988.97,547.002,5.37929,1966,1,0,0,0,11,0,0,0,0,0,0,18645,0
,91.0854,-408.374,64.3477,1986,229,0,0,0,10,0,0,0,0,0,0,18646,0
,109.608,-415.698,64.3477,1987,229,0,0,0,10,0.3333,0.3333,0.3333,0,0,0,18647,0
,153.763,-419.833,110.472,2026,229,0,0,0,20,0,0,0,0,0,0,18648,0
,102.43,-319.167,65.4635,2046,229,0,0,0,10,0,0,0,0,0,0,18649,0
,75.2622,-547.679,110.928,2066,229,0,0,0,30,0,0,0,0,0,0,18650,0
,26.4583,-522.471,110.943,2067,229,0,0,0,15,0,0,0,0,0,0,18651,0
,25.9285,-299.325,24.1095,2068,229,0,0,0,0,20,20,20,0,1,0,18652,0
,76.027,10.5043,-4.29659,2166,369,0,0,0,0,9.417,19,20.64,0,1,0,18654,0
,80.1633,2490.88,-1.85693,2171,369,0,0,0,10,0,0,0,0,0,0,18655,0
,-8346.46,514.031,96.5989,2173,0,0,0,0,10,0,0,0,0,0,0,18656,0
,-4840.26,-1330.46,508.172,2175,0,0,0,0,10,0,0,0,0,0,0,18657,0
,3673.6,-3633.87,139.943,2187,329,0,0,0,5,0,0,0,0,0,0,18658,0
,5483.9,-749.881,334.621,2206,1,0,0,0,30,0,0,0,0,0,0,18659,0
,5552.09,-683.813,335.25,2207,1,0,0,0,25,0,0,0,0,0,0,18660,0
,5587.02,-784.025,335.822,2208,1,0,0,0,23,0,0,0,0,0,0,18661,0
,3665.11,-3164.96,127.224,2209,329,0,0,0,10,0,0,0,0,0,0,18662,0
,3663.95,-3164.27,127.361,2210,329,0,0,0,10,0,0,0,0,0,0,18663,0
,6107.62,-4181.6,852.322,2211,1,0,0,0,2,0,0,0,0,0,0,18664,0
,5893.32,-4054.83,596.322,2213,1,0,0,0,2,0,0,0,0,0,0,18665,0
You must be at least level 45 to enter.,3237.46,-4060.6,112.01,2214,0,0,0,0,0,10,10,10,0,1,0,18666,0
You must be at least level 45 to enter.,3392.46,-3396.77,143.073,2216,0,0,0,0,0,22.83,8.083,34.69,0,1,0,18667,0
You must be at least level 45 to enter.,3392.56,-3361.78,142.802,2217,0,0,0,0,0,27.94,7.083,35.19,0,1,0,18668,0
,3584.78,-3632.05,142.118,2221,329,0,0,0,10,9.778,17.94,27.92,0,0,0,18669,0
,2.58019,-0.013587,-13.3668,2226,389,0,0,0,0,30.69,12.19,25.56,0,1,0,18670,0
You must be at least level 8 to enter.,1818.4,-4427.26,-10.4478,2230,1,0,0,0,0,21.69,11.83,21.22,0.576,1,0,18671,0
,1757.26,-1165.93,59.6025,2246,0,0,0,0,20,0,0,0,0,0,0,18672,0
,1855.13,-1569.22,59.1825,2248,0,0,0,0,20,0.3333,0.3333,0.3333,0,0,0,18673,0
,1462.13,-1864.02,58.7028,2250,0,0,0,0,20,0.3333,0.3333,0.3333,0,0,0,18674,0
,1668.12,-2282.56,59.2221,2252,0,0,0,0,20,0,0,0,0,0,0,18675,0
,245.587,1251.99,210.145,2266,1,0,0,0,40,0,0,0,0,0,0,18676,0
,-1596.16,3145.26,61.3618,2267,1,0,0,0,0,30.03,30.03,30.03,0,1,0,18677,0
,-5477.91,-2460.32,89.2837,2286,1,0,0,0,20,0,0,0,0,0,0,18678,0
,6687.99,-4670.07,723.891,2287,1,0,0,0,20,0,0,0,0,0,0,18679,0
,5018.91,-4563.94,851.75,2327,1,0,0,0,50,0,0,0,0,0,0,18681,0
,-9897.21,-3725.09,24.6671,2387,0,0,0,0,15,0,0,0,0,0,0,18685,0
,-287.071,2175.64,36.8861,2406,33,0,0,0,0,98.86,185.6,80.58,2.88,1,0,18686,0
,-315.991,2179.63,91.7542,2407,33,0,0,0,0,36.06,182.8,212.6,2.897,1,0,18687,0
,-232.372,2077.1,68.1177,2408,33,0,0,0,0,44.67,123.2,43.31,4.311,1,0,18688,0
,-255.273,2035.76,114.437,2409,33,0,0,0,0,59.69,228.5,169.4,4.328,1,0,18689,0
,-167.092,2104.22,73.4497,2410,33,0,0,0,0,53,114.7,17.08,6.021,1,0,18690,0
,-179.729,2079.37,42.6945,2411,33,0,0,0,0,19.03,162.1,187.1,6.091,1,0,18691,0
You must be in the Alliance and at least 51st level to enter.,97.432,-176.274,127.866,2412,0,0,0,0,0,10.56,16.5,22.17,5.253,1,0,18692,0
You must be in the Horde and at least 51st level to enter.,544.83,-1079.95,109.494,2413,0,0,0,0,0,12.17,19.06,12.06,3.822,1,0,18693,0
,-7474.01,-1286.34,431.304,2426,469,0,0,0,0,181.8,234.7,63.94,5.323,1,0,18694,0
,-7375.32,-1240.14,494.28,2427,469,0,0,0,0,53.86,189.9,77.06,0.733,1,0,18695,0
,-7568.4,-1375.66,468.508,2428,469,0,0,0,0,225.3,75.97,132.2,5.341,1,0,18696,0
,-7412.97,-1371.59,413.426,2429,469,0,0,0,0,243.3,72.94,245.9,3.787,1,0,18697,0
,6207.5,-152.833,79.8185,2486,1,0,0,0,15,0,0,0,0,0,0,18700,0
,215.194,71.157,30.1276,2530,450,0,0,0,0,10,10,10,3.595,1,0,18703,0
,-0.358041,-1.97986,-0.255884,2534,449,0,0,0,0,7.306,3.833,6.194,0,1,0,18705,0
,332.866,94.3108,92.2221,2547,289,0,0,0,0,8.194,38.44,60.42,0,1,0,18706,0
,322.884,112.137,98.6726,2548,289,0,0,0,0,11.25,37.44,44.03,0.8029,1,0,18707,0
,325.184,75.6181,93.8744,2549,289,0,0,0,0,9.694,31.42,54.17,5.236,1,0,18708,0
You must be at least level 45 to enter.,1282.05,-2548.73,85.3994,2567,0,0,0,0,0,10.56,13.03,21.67,0.4712,1,0,18709,0
,182.265,126.45,143.707,2568,289,0,0,0,0,12.33,8.889,16.39,0,1,0,18710,0
,2343.57,-2569,118.827,2610,1,0,0,0,30,0,0,0,0,0,0,18713,0
,1756.79,-1200.15,60.7352,2626,0,0,0,0,20,0,0,0,0,0,0,18714,0
,1723.32,-1198.38,60.0096,2627,0,0,0,0,20,0,0,0,0,0,0,18715,0
,1723.1,-1166.71,59.5775,2628,0,0,0,0,20,0,0,0,0,0,0,18716,0
,1879.5985,-1546.0826,59.03011,2629,0,0,0,0,20,0,0,0,0,0,0,18717,0
,1903,-1570.26,59.7035,2630,0,0,0,0,20,0,0,0,0,0,0,18718,0
,1878.08,-1593.74,59.4739,2631,0,0,0,0,20,0,0,0,0,0,0,18719,0
,1487.03,-1840.91,58.6675,2632,0,0,0,0,20,0,0,0,0,0,0,18720,0
,1510.46,-1863.24,59.106,2633,0,0,0,0,20,0,0,0,0,0,0,18721,0
,1485.61,-1888.69,59.0902,2634,0,0,0,0,20,0,0,0,0,0,0,18722,0
,1681.1168,-2250.932,59.02112,2635,0,0,0,0,20,0,0,0,0,0,0,18723,0
,1712.75,-2263.28,64.0889,2636,0,0,0,0,20,0,0,0,0,0,0,18724,0
,1700.25,-2295.36,58.9846,2637,0,0,0,0,20,0,0,0,0,0,0,18725,0
,2841.81,-1544.52,190.516,2647,0,0,0,0,7,0,0,0,0,0,0,18726,0
,2964.56,-2712.89,98.7446,2706,0,0,0,0,10,0.3333,0.3333,0.3333,0,0,0,18729,0
,2980.1,-2720.92,99.9337,2707,0,0,0,0,10,0.2778,0.2778,0.2778,0,0,0,18730,0
,1868.96,-3223.39,123.065,2726,0,0,0,0,35,0,0,0,0,0,0,18731,0
,-8821.36,633.297,94.0758,2746,0,0,0,0,15,0.2778,0.2778,0.2778,0,0,0,18732,0
,-9050.87,445.458,93.0558,2786,0,0,0,0,1,0.2778,0.2778,0.2778,0,0,0,18733,0
You must be at least level 80 and in a raid group to enter.,-4768.61,-3752.11,53.4317,2848,1,0,0,0,16,0,0,0,0,0,0,18734,0
You must be part of a Raid group and at least level 50 to enter.,1097.99,-466.494,-96.0719,2886,230,0,0,0,20,0,0,0,0,0,0,18736,0
,1115.22,-462.959,-95.0148,2890,409,0,0,0,20,0,0,0,0,0,0,18737,0
,1999.15,-1121.28,97.3537,2926,1,0,0,0,9,0,0,0,0,0,0,18738,0
,2.00575,402.673,101.012,2946,1,0,0,0,45,0,0,0,0,0,0,18739,0
,40.9673,-1490.37,174.516,3066,0,0,0,0,8,0,0,0,0,0,0,18744,0
,-30.0533,-1576.5,194.453,3106,0,0,0,0,5,0,0,0,0,0,0,18745,0
,756.878,-633.96,-32.8191,3126,349,0,0,0,0,15.94,26.44,44.14,1.641,1,0,18746,0
,1005.02,-460.539,-43.2507,3131,349,0,0,0,0,10.14,31.42,23.42,0.01745,1,0,18747,0
You must be at least level 30 to enter.,-1484.07,2617.57,75.7144,3133,1,0,0,0,0,24.69,15.78,35.19,4.538,1,0,18748,0
You must be at least level 30 to enter.,-1181.98,2861.95,85.2581,3134,1,0,0,0,0,31.69,17.33,34.19,3.211,1,0,18749,0
,-7180.94,441.137,26.5449,3146,1,0,0,0,10,0.2778,0.2778,0.2778,0,0,0,18750,0
You must be at least level 45 to enter.,-3730.48,933.975,160.973,3183,1,0,0,0,0,9.389,12.78,19.67,0,1,0,18751,0
You must be at least level 45 to enter.,-3981.58,771.193,160.962,3184,1,0,0,0,0,10.31,5.972,20.22,0,1,0,18752,0
You must be at least level 45 to enter.,-4028.21,123.966,26.8109,3185,1,0,0,0,0,9.833,4.583,15.69,0.4712,1,0,18753,0
You must be at least level 45 to enter.,-3837.79,1250.23,160.223,3186,1,0,0,0,0,8.194,9.083,18.36,0,1,0,18754,0
You must be at least level 45 to enter.,-3741.96,1249.18,160.217,3187,1,0,0,0,0,7.861,10.33,18.69,0,1,0,18755,0
You must be at least level 45 to enter.,-3520.65,1068.72,161.128,3189,1,0,0,0,0,9.861,11.86,23.22,0,1,0,18756,0
,-55.9658,159.867,-3.46206,3190,429,0,0,0,0,7.222,10.08,19.56,0,1,0,18757,0
,24.5609,159.45,-3.46677,3191,429,0,0,0,0,7.694,9.694,21.61,0,1,0,18758,0
,255.249,-9.05606,-2.58737,3193,429,0,0,0,0,8.333,8.583,20.72,0,1,0,18759,0
,37.4499,-154.822,-2.71201,3194,429,0,0,0,0,8.917,9.167,19.44,0,1,0,18760,0
