ID,Directory,MapName_lang,MapDescription0_lang,MapDescription1_lang,PvpShortDescription_lang,PvpLongDescription_lang,MapType,InstanceType,ExpansionID,AreaTableID,LoadingScreenID,TimeOfDayOverride,ParentMapID,CosmeticParentMapID,TimeOffset,MinimapIconScale,CorpseMapID,MaxPlayers,WindSettingsID,ZmpFileDataID,Flags[0],Flags[1],Flags[2]
546,CoilfangMarsh,Coilfang: The Underbog,,,,,2,1,1,3716,207,-1,-1,-1,0,1,530,5,0,0,67073,0,0
547,CoilfangDraenei,Coilfang: The Slave Pens,,,,,2,1,1,3717,207,-1,-1,-1,0,1,530,5,0,0,67073,0,0
548,CoilfangRaid,Coilfang: Serpentshrine Cavern,,,,,2,2,1,3607,207,-1,-1,-1,0,1,530,25,0,0,67073,128,0
550,TempestKeepRaid,Tempest Keep,,,,,2,2,1,3845,206,-1,-1,-1,0,1,-1,25,0,0,67073,128,0
552,TempestKeepArcane,Tempest Keep: The Arcatraz,,,,,2,1,1,3848,206,-1,-1,-1,0,1,-1,5,0,0,67073,0,0
553,TempestKeepAtrium,Tempest Keep: The Botanica,,,,,2,1,1,3847,206,-1,-1,-1,0,1,-1,5,0,0,67073,0,0
554,TempestKeepFactory,Tempest Keep: The Mechanar,,,,,2,1,1,3849,206,-1,-1,-1,0,1,-1,5,0,0,67073,0,0
555,AuchindounShadow,Auchindoun: Shadow Labyrinth,,,,,2,1,1,3789,201,-1,-1,-1,0,1,530,5,0,0,67073,0,0
556,AuchindounDemon,Auchindoun: Sethekk Halls,,,,,2,1,1,3791,201,-1,-1,-1,0,1,530,5,0,0,67073,0,0
557,AuchindounEthereal,Auchindoun: Mana-Tombs,,,,,2,1,1,3792,201,-1,-1,-1,0,1,530,5,0,0,67073,0,0
558,AuchindounDraenei,Auchindoun: Auchenai Crypts,,,,,2,1,1,3790,201,-1,-1,-1,0,1,530,5,0,0,67073,0,0
559,PVPZone05,Nagrand Arena,,,,,1,4,0,0,219,-1,-1,-1,0,1,-1,0,0,0,16858641,262144,0
560,HillsbradPast,The Escape From Durnholde,,,,,1,1,1,267,212,-1,-1,-1,0,1,1,5,0,0,16858641,262144,0
562,bladesedgearena,Blade's Edge Arena,,,,,1,4,0,3702,218,-1,-1,-1,0,1,-1,0,0,0,16858641,262152,0
564,BlackTemple,Black Temple,,,,,1,2,1,0,215,-1,-1,-1,0,1,530,25,0,0,16858641,262272,0
565,GruulsLair,Gruul's Lair,,,,,2,2,1,3923,213,-1,-1,-1,0,1,530,25,0,0,67073,128,0
566,NetherstormBG,Eye of the Storm,Hovering high above the ravaged landscape of Netherstorm is the island known as the Eye of the Storm.  This battlefield is coveted by the blood elves for its rich energy deposits - and the draenei seek to claim it due to its proximity to the naaru's mysterious vessel - Tempest Keep.,Hovering high above the ravaged landscape of Netherstorm is the island known as the Eye of the Storm.  This battlefield is coveted by the blood elves for its rich energy deposits - and the draenei seek to claim it due to its proximity to the naaru's mysterious vessel - Tempest Keep.,Capture the objectives,"- Capture and hold objectives
- Capture the center flag
- Earn 1500 resources",1,3,1,0,210,-1,-1,-1,0,1,-1,0,0,0,16858641,262144,0
568,ZulAman,Zul'Aman,,,,,1,2,1,0,214,-1,-1,-1,0,1,530,10,0,0,16858641,262272,0
572,PVPLordaeron,Ruins of Lordaeron,,,,,1,4,0,0,217,-1,-1,-1,0,1,-1,0,0,0,16858641,262144,0
580,SunwellPlateau,The Sunwell,,,,,1,2,1,0,225,-1,-1,-1,0,1,530,25,0,0,16858641,262272,0
582,Transport176244,Transport: Rut'theran to Auberdine,,,,,3,0,0,0,0,-1,-1,-1,0,1,-1,0,0,0,67073,0,0
584,Transport176231,Transport: Menethil to Theramore,,,,,3,0,0,0,0,-1,-1,-1,0,1,-1,0,0,0,67073,0,0
585,Sunwell5ManFix,Magister's Terrace,,,,,1,1,1,0,224,-1,-1,-1,0,1,530,5,0,0,16850453,262144,0
586,Transport181645,Transport: Exodar to Auberdine,,,,,3,0,0,0,0,-1,-1,-1,0,1,-1,0,0,0,67073,0,0
587,Transport177233,Transport: Feathermoon Ferry,,,,,3,0,0,0,0,-1,-1,-1,0,1,-1,0,0,0,67073,0,0
588,Transport176310,Transport: Menethil to Auberdine,,,,,3,0,0,0,0,-1,-1,-1,0,1,-1,0,0,0,67073,0,0
589,Transport175080,Transport: Orgrimmar to Grom'Gol,,,,,3,0,0,0,0,-1,-1,-1,0,1,-1,0,0,0,67073,0,0
590,Transport176495,Transport: Grom'Gol to Undercity,,,,,3,0,0,0,0,-1,-1,-1,0,1,-1,0,0,0,67073,0,0
591,Transport164871,Transport: Undercity to Orgrimmar,,,,,3,0,0,0,0,-1,-1,-1,0,1,-1,0,0,0,67073,0,0
593,Transport20808,Transport: Booty Bay to Ratchet,,,,,3,0,0,0,0,-1,-1,-1,0,1,-1,0,0,0,67073,0,0
598,Sunwell5Man,Sunwell Fix (Unused),,,,,2,1,1,0,4,-1,-1,-1,0,1,-1,5,0,0,67073,0,0
