ID,Directory,MapName_lang,MapDescription0_lang,MapDescription1_lang,PvpShortDescription_lang,PvpLongDescription_lang,MapType,InstanceType,ExpansionID,AreaTableID,LoadingScreenID,TimeOfDayOverride,ParentMapID,CosmeticParentMapID,TimeOffset,MinimapIconScale,RaidOffset,CorpseMapID,MaxPlayers,WindSettingsID,ZmpFileDataID,Field_1_15_4_56400_021,Flags_0,Flags_1,Flags_2
329,Stratholme,Stratholme,,,,,1,1,0,0,101,-1,-1,-1,0,1,0,0,5,0,0,0,16793105,134479872,2
349,Mauradon,Maraudon,,,,,2,1,0,2100,81,-1,-1,-1,0,1,0,1,10,0,0,0,1553,134217728,2
369,DeeprunTram,"Deeprun Tram",,,,,2,0,0,2257,205,-1,-1,-1,0,1,0,0,0,0,0,0,1553,135266312,130
389,OrgrimmarInstance,"Ragefire Chasm",,,,,2,1,0,2437,195,-1,-1,-1,0,1,0,1,10,0,0,0,1553,134217728,2
409,MoltenCore,"Molten Core",,,,,2,2,0,2717,192,-1,-1,-1,0,1,0,0,40,0,0,0,1553,134217728,2
429,DireMaul,"Dire Maul",,,,,2,1,0,2557,82,-1,-1,-1,0,1,0,1,5,0,0,0,1537,134217728,130
449,AlliancePVPBarracks,"Alliance PVP Barracks",,,,,2,0,0,2918,181,-1,-1,-1,0,1,0,-1,0,0,0,0,1553,135266304,2
450,HordePVPBarracks,"Horde PVP Barracks",,,,,2,0,0,2917,182,-1,-1,-1,0,1,0,-1,0,0,0,0,1553,135266304,2
469,BlackwingLair,"Blackwing Lair",,,,,1,2,0,2677,141,-1,-1,-1,0,1,0,0,40,0,0,0,16793105,134479872,2
489,PVPZone03,"Warsong Gulch","A valley Bordering Ashenvale Forest and the Barrens, Warsong Gulch hosts a constant battle between the Horde and Alliance.

As a 10 vs 10 capture-the-flag battleground, the first faction to capture three flags is victorious.

Eager to aid their allies, members of every race in Azeroth rush to the Gulch to lend sword, or spell, to the conflict.
","A valley Bordering Ashenvale Forest and the Barrens, Warsong Gulch hosts a constant battle between the Horde and Alliance.

As a 10 vs 10 capture-the-flag battleground, the first faction to capture three flags is victorious.

Eager to aid their allies, members of every race in Azeroth rush to the Gulch to lend sword, or spell, to the conflict.
",,,1,3,0,3277,122,-1,-1,-1,0,1,0,-1,0,0,0,0,16793105,134479872,2
509,AhnQiraj,"Ruins of Ahn'Qiraj",,,,,1,2,0,3429,184,-1,-1,-1,0,1,68400,1,20,0,0,0,16793105,134479872,2
529,PVPZone04,"Arathi Basin","The Arathi Basin is one of the main staging points of war between the humans and the Forsaken in Azeroth.

The Defiler's elite troopers seek to sever the vital connection between the humans and their dwarven allies to the south.

Meanwhile, the League of Arathor seek to reclaim lost lands for their benefactors in Stormwind.","The Arathi Basin is one of the main staging points of war between the humans and the Forsaken in Azeroth.

The League of Arathor seek to reclaim lost lands for their benefactors in Stormwind.

Meanwhile, the Defiler's elite troopers seek to sever the vital connection between the humans and their dwarven allies to the south.",,,1,3,0,3358,183,-1,-1,-1,0,1.25,0,-1,0,0,0,0,16793105,134479872,2
530,Expansion01,Outland,,,,,1,0,0,0,198,-1,-1,-1,0,1,0,-1,0,0,804943,0,16784913,135528456,130
531,AhnQirajTemple,"Ahn'Qiraj Temple",,,,,1,2,0,3428,185,-1,-1,-1,0,1,0,1,40,0,0,0,16793105,134479872,2
532,Karazahn,Karazhan,,,,,1,2,1,3457,200,-1,-1,-1,0,1,0,0,10,0,0,0,16793105,134479872,2
533,"Stratholme Raid",Naxxramas,,,,,1,2,2,3456,197,-1,-1,-1,0,1,0,-1,25,0,0,0,16825873,134479872,2
534,HyjalPast,"The Battle for Mount Hyjal",,,,,1,2,1,616,212,-1,-1,-1,0,1,0,1,25,0,0,0,16793105,134479872,2
540,HellfireMilitary,"Hellfire Citadel: The Shattered Halls",,,,,2,1,1,3714,199,-1,-1,-1,0,1,0,530,5,0,0,0,1553,134217728,2
542,HellfireDemon,"Hellfire Citadel: The Blood Furnace",,,,,2,1,1,3713,199,-1,-1,-1,0,1,0,530,5,0,0,0,1553,134217728,2
543,HellfireRampart,"Hellfire Citadel: Ramparts",,,,,1,1,1,3562,199,-1,-1,-1,0,1,0,530,5,0,0,0,16858641,134479872,2
544,HellfireRaid,"Magtheridon's Lair",,,,,2,2,1,3836,208,-1,-1,-1,0,1,0,530,25,0,0,0,1553,134217728,2
545,CoilfangPumping,"Coilfang: The Steamvault",,,,,2,1,1,3715,207,-1,-1,-1,0,1,0,530,5,0,0,0,1553,134217728,2
546,CoilfangMarsh,"Coilfang: The Underbog",,,,,2,1,1,3716,207,-1,-1,-1,0,1,0,530,5,0,0,0,1553,134217728,2
547,CoilfangDraenei,"Coilfang: The Slave Pens",,,,,2,1,1,3717,207,-1,-1,-1,0,1,0,530,5,0,0,0,1553,134217728,2
548,CoilfangRaid,"Coilfang: Serpentshrine Cavern",,,,,2,2,1,3607,207,-1,-1,-1,0,1,0,530,25,0,0,0,1553,134217728,2
550,TempestKeepRaid,"Tempest Keep",,,,,2,2,1,3845,206,-1,-1,-1,0,1,0,-1,25,0,0,0,1553,134217728,2
552,TempestKeepArcane,"Tempest Keep: The Arcatraz",,,,,2,1,1,3848,206,-1,-1,-1,0,1,0,-1,5,0,0,0,1553,134217728,2
553,TempestKeepAtrium,"Tempest Keep: The Botanica",,,,,2,1,1,3847,206,-1,-1,-1,0,1,0,-1,5,0,0,0,1553,134217728,2
554,TempestKeepFactory,"Tempest Keep: The Mechanar",,,,,2,1,1,3849,206,-1,-1,-1,0,1,0,-1,5,0,0,0,1553,134217728,2
555,AuchindounShadow,"Auchindoun: Shadow Labyrinth",,,,,2,1,1,3789,201,-1,-1,-1,0,1,0,530,5,0,0,0,1553,134217728,2
556,AuchindounDemon,"Auchindoun: Sethekk Halls",,,,,2,1,1,3791,201,-1,-1,-1,0,1,0,530,5,0,0,0,1553,134217728,2
557,AuchindounEthereal,"Auchindoun: Mana-Tombs",,,,,2,1,1,3792,201,-1,-1,-1,0,1,0,530,5,0,0,0,1553,134217728,2
558,AuchindounDraenei,"Auchindoun: Auchenai Crypts",,,,,2,1,1,3790,201,-1,-1,-1,0,1,0,530,5,0,0,0,1553,134217728,2
559,PVPZone05,"Nagrand Arena",,,,,1,4,0,0,219,-1,-1,-1,0,1,0,-1,0,0,0,0,16793105,134479872,2
560,HillsbradPast,"The Escape From Durnholde",,,,,1,1,1,267,212,-1,-1,-1,0,1,0,1,5,0,0,0,16793105,134479872,2
562,bladesedgearena,"Blade's Edge Arena",,,,,1,4,0,3702,218,-1,-1,-1,0,1,0,-1,0,0,0,0,16793105,134479880,2
564,BlackTemple,"Black Temple",,,,,1,2,1,0,215,-1,-1,-1,0,1,0,530,25,0,0,0,16793105,134479872,2
565,GruulsLair,"Gruul's Lair",,,,,2,2,1,3923,213,-1,-1,-1,0,1,0,530,25,0,0,0,1553,134217728,2
566,NetherstormBG,"Eye of the Storm","Hovering high above the ravaged landscape of Netherstorm is the island known as the Eye of the Storm.

This battlefield is coveted by the blood elves for its rich energy deposits.

The draenei seek to claim it due to its proximity to the naaru's mysterious vessel, Tempest Keep.","Hovering high above the ravaged landscape of Netherstorm is the island known as the Eye of the Storm.

The draenei seek to claim it due to its proximity to the naaru's mysterious vessel, Tempest Keep.

This battlefield is coveted by the blood elves for its rich energy deposits.","Capture the objectives","- Capture and hold objectives
- Capture the center flag
- Earn 1500 resources",1,3,0,0,210,-1,-1,-1,0,1,0,-1,0,0,0,0,16793105,134479872,2
568,ZulAman,Zul'Aman,,,,,1,1,3,0,276,-1,-1,-1,0,1,0,530,10,0,0,0,16793105,134479872,2
571,Northrend,Northrend,,,,,1,0,0,0,216,-1,-1,-1,0,1,0,-1,0,0,804939,0,16793117,135528448,128
572,PVPLordaeron,"Ruins of Lordaeron",,,,,1,4,0,0,217,-1,-1,-1,0,1,0,-1,0,0,0,0,16793105,134479872,2
574,Valgarde70,"Utgarde Keep",,,,,1,1,2,0,220,-1,-1,-1,0,1,0,571,5,0,0,0,15901,134479872,0
575,UtgardePinnacle,"Utgarde Pinnacle",,,,,1,1,2,0,221,-1,-1,-1,0,1,0,571,5,0,0,0,73245,134479872,0
576,Nexus70,"The Nexus",,,,,2,1,2,4265,226,-1,-1,-1,0,1,0,571,5,0,0,0,1553,134217728,0
578,Nexus80,"The Oculus",,,,,1,1,2,0,227,-1,-1,-1,0,1,0,571,5,0,0,0,7709,134479872,0
580,SunwellPlateau,"The Sunwell",,,,,1,2,1,0,225,-1,-1,-1,0,1,0,530,25,0,0,0,16793105,134479872,2
582,Transport176244,"Transport: Rut'theran to Auberdine",,,,,3,0,0,0,0,-1,-1,-1,0,1,0,-1,0,0,0,0,1553,134217728,2
584,Transport176231,"Transport: Menethil to Theramore",,,,,3,0,0,0,0,-1,-1,-1,0,1,0,-1,0,0,0,0,1553,134217728,2
585,Sunwell5ManFix,"Magister's Terrace",,,,,1,1,1,0,224,-1,-1,-1,0,1,0,530,5,0,0,0,16784917,134479872,2
586,Transport181645,"Transport: Exodar to Auberdine",,,,,3,0,0,0,0,-1,-1,-1,0,1,0,-1,0,0,0,0,1553,134217728,2
587,Transport177233,"Transport: Feathermoon Ferry",,,,,3,0,0,0,0,-1,-1,-1,0,1,0,-1,0,0,0,0,1553,134217728,2
588,Transport176310,"Transport: Menethil to Auberdine",,,,,3,0,0,0,0,-1,-1,-1,0,1,0,-1,0,0,0,0,1553,134217728,2
589,Transport175080,"Transport: Orgrimmar to Grom'Gol",,,,,3,0,0,0,0,-1,-1,-1,0,1,0,-1,0,0,0,0,1553,134217728,2
590,Transport176495,"Transport: Grom'Gol to Undercity",,,,,3,0,0,0,0,-1,-1,-1,0,1,0,-1,0,0,0,0,1553,134217728,2
591,Transport164871,"Transport: Undercity to Orgrimmar",,,,,3,0,0,0,0,-1,-1,-1,0,1,0,-1,0,0,0,0,1553,134217728,2
592,Transport186238,"Transport: Borean Tundra Test",,,,,3,0,0,0,0,-1,-1,-1,0,1,0,-1,0,0,0,0,1553,134217728,0
593,Transport20808,"Transport: Booty Bay to Ratchet",,,,,3,0,0,0,0,-1,-1,-1,0,1,0,-1,0,0,0,0,1553,134217728,2
594,Transport187038,"Transport: Howling Fjord Sister Mercy (Quest)",,,,,3,0,2,0,0,-1,-1,-1,0,1,0,-1,0,0,0,0,1553,134217728,0
595,StratholmeCOT,"The Culling of Stratholme",,,,,1,1,2,0,222,-1,-1,-1,0,1,0,1,5,0,0,0,7697,134479872,0
596,Transport187263,"Transport: Naglfar",,,,,3,0,2,0,0,-1,-1,-1,0,1,0,-1,0,0,0,0,1553,134217728,0
598,Sunwell5Man,"Sunwell Fix (Unused)",,,,,2,1,1,0,4,-1,-1,-1,0,1,0,-1,5,0,0,0,1555,134217728,2
599,Ulduar70,"Halls of Stone",,,,,1,1,2,0,230,-1,-1,-1,0,1,0,571,5,0,0,0,7709,134479872,0
600,DrakTheronKeep,"Drak'Tharon Keep",,,,,1,1,2,0,228,-1,-1,-1,0,1,0,571,5,0,0,0,7709,134479872,0
601,Azjol_Uppercity,Azjol-Nerub,,,,,1,1,2,0,229,-1,-1,-1,0,1,0,571,5,0,0,0,7709,134479872,0
602,Ulduar80,"Halls of Lightning",,,,,1,1,2,0,231,-1,-1,-1,0,1,0,571,5,0,0,0,7709,134479872,0
603,UlduarRaid,Ulduar,,,,,1,2,2,0,244,0,-1,-1,0,1,0,571,5,0,0,0,16817693,134479872,0
604,GunDrak,Gundrak,,,,,1,1,2,0,237,-1,-1,-1,0,1,0,571,5,0,0,0,7709,134479872,0
605,development_nonweighted,"Development Land (non-weighted textures)",,,,,1,0,0,0,21,-1,-1,-1,0,1,0,-1,0,0,0,0,1555,134217728,0
645,BlackRockSpire_4_0,"Blackrock Caverns",,,,,1,1,3,0,267,-1,-1,-1,0,1,0,0,0,0,0,0,7709,262144,0
607,NorthrendBG,"Strand of the Ancients","To the south of Dragonblight lies the resting place of a legendary Titan artifact known by the Alliance and Horde to possess critical information regarding the Titans and their methods.

Strand of the Ancients is a 15 vs 15 battleground, where each side takes a turn attacking and defending the Titan artifact at the southern tip of the island.


Prepare yourself for battle, for fate cannot determine success upon this Strand of the Ancients.","To the south of Dragonblight lies the resting place of a legendary Titan artifact known by the Alliance and Horde to possess critical information regarding the Titans and their methods.

Strand of the Ancients is a 15 vs 15 battleground, where each side takes a turn attacking and defending the Titan artifact at the southern tip of the island.


Prepare yourself for battle, for fate cannot determine success upon this Strand of the Ancients.",,,1,3,0,0,238,-1,-1,-1,0,1,0,-1,0,0,0,0,7709,134479872,0
608,DalaranPrison,"Violet Hold",,,,,1,1,2,0,235,-1,-1,-1,0,1,0,571,5,0,0,0,7709,134479872,0
609,DeathKnightStart,"Ebon Hold",,,,,1,0,2,0,233,-1,-1,-1,0,1,0,-1,0,0,0,0,17055261,135528448,0
610,"Transport_Tirisfal _Vengeance_Landing","Transport: Tirisfal to Vengeance Landing",,,,,3,0,0,0,0,-1,-1,-1,0,1,0,-1,0,0,0,0,1553,134217728,0
612,Transport_Menethil_Valgarde,"Transport: Menethil to Valgarde",,,,,3,0,0,0,0,-1,-1,-1,0,1,0,-1,0,0,0,0,1553,134217728,0
613,Transport_Orgrimmar_Warsong_Hold,"Transport: Orgrimmar to Warsong Hold",,,,,3,0,0,0,0,-1,-1,-1,0,1,0,-1,0,0,0,0,1553,134217728,0
614,Transport_Stormwind_Valiance_Keep,"Transport: Stormwind to Valiance Keep",,,,,3,0,0,0,0,-1,-1,-1,0,1,0,-1,0,0,0,0,1553,134217728,0
615,ChamberOfAspectsBlack,"The Obsidian Sanctum",,,,,1,2,2,0,239,-1,-1,-1,0,1,0,571,0,0,0,0,16817693,134479872,0
616,NexusRaid,"The Eye of Eternity",,,,,1,2,2,0,236,-1,-1,-1,0,1,0,571,5,0,0,0,16817693,134479872,0
617,DalaranArena,"Dalaran Sewers",,,,,1,4,0,0,242,0,-1,-1,0,1,0,-1,0,0,0,0,7709,134479880,0
618,OrgrimmarArena,"The Ring of Valor",,,,,1,4,0,0,240,720,-1,-1,0,1,0,-1,0,0,0,0,4202013,134479880,0
619,Azjol_LowerCity,"Ahn'kahet: The Old Kingdom",,,,,1,1,2,0,234,-1,-1,-1,0,1,0,571,0,0,0,0,7709,134479872,0
620,Transport_Moa'ki_Unu'pe,"Transport: Moa'ki to Unu'pe",,,,,3,0,2,0,0,-1,-1,-1,0,1,0,-1,0,0,0,0,1553,134217728,0
621,Transport_Moa'ki_Kamagua,"Transport: Moa'ki to Kamagua",,,,,3,0,2,0,0,-1,-1,-1,0,1,0,-1,0,0,0,0,1553,134217728,0
622,Transport192241,"Transport: Orgrim's Hammer",,,,,3,0,2,0,0,-1,-1,-1,0,1,0,-1,0,0,0,0,1553,134217728,0
623,Transport192242,"Transport: The Skybreaker",,,,,3,0,2,0,0,-1,-1,-1,0,1,0,-1,0,0,0,0,1553,134217728,0
624,WintergraspRaid,"Vault of Archavon",,,,,1,2,2,0,243,-1,-1,-1,0,1,0,571,0,0,0,0,16817725,134479872,0
627,unused,unused,,,,,1,1,2,0,0,-1,-1,-1,0,1,0,-1,0,0,0,0,15903,262144,0
628,IsleofConquest,"Isle of Conquest","The Isle of Conquest is a point of strategic importance for the Alliance and Horde campaigns in Northrend, each side determined to secure control of the island.

As a large-scale battleground, each side attempts to wrest control of the Siege Factory, Docks, or Hangar in order to secure access to the enemy stronghold and defeat its general (Halford Wyrmbane or Overlord Agmar).
","The Isle of Conquest is a point of strategic importance for the Alliance and Horde campaigns in Northrend, each side determined to secure control of the island.

As a large-scale battleground, each side attempts to wrest control of the Siege Factory, Docks, or Hangar in order to secure access to the enemy stronghold and defeat its general (Halford Wyrmbane or Overlord Agmar).
",,,1,3,2,0,245,-1,-1,-1,0,1,0,-1,0,0,0,0,7709,134479872,0
631,IcecrownCitadel,"Icecrown Citadel",,,,,1,2,2,0,250,-1,-1,-1,0,1,0,571,0,0,0,0,16817949,134479872,0
632,IcecrownCitadel5Man,"The Forge of Souls",,,,,1,1,2,0,249,-1,-1,-1,0,1,0,571,0,0,0,0,7709,134479872,0
637,AbyssalMaw,"Abyssal Maw Exterior",,,,,1,1,3,0,23,-1,-1,-1,0,1,0,-1,0,0,0,0,7709,262144,0
638,Gilneas,Gilneas,,,,,1,0,3,0,4,-1,654,-1,0,1,0,-1,0,0,0,0,16784989,1310720,0
641,Transport_AllianceAirshipBG,"Transport: Alliance Airship BG",,,,,3,0,2,0,0,-1,-1,-1,0,1,0,-1,0,0,0,0,1553,134217728,0
642,Transport_HordeAirshipBG,"Transport: HordeAirshipBG",,,,,3,0,2,0,0,-1,-1,-1,0,1,0,-1,0,0,0,0,1553,134217728,0
643,AbyssalMaw_Interior,"Throne of the Tides",,,,,1,1,3,0,255,-1,-1,-1,0,1,0,0,0,0,0,0,24093,262152,0
644,Uldum,"Halls of Origination",,,,,1,1,3,0,256,1080,-1,-1,0,1,0,1,0,0,0,0,7709,262144,0
646,Deephome,Deepholm,,,,,1,0,3,0,268,-1,-1,-1,0,1,0,-1,0,0,0,0,16784989,1310720,0
647,Transport_Orgrimmar_to_Thunderbluff,"Transport: Orgrimmar to Thunder Bluff",,,,,3,0,2,0,0,-1,-1,-1,0,1,0,-1,0,0,0,0,1553,134217728,0
648,LostIsles,LostIsles,,,,,1,0,3,0,3,-1,-1,-1,0,1,0,-1,0,0,0,0,17055325,1310720,0
649,ArgentTournamentRaid,"Trial of the Crusader",,,,,1,2,2,0,246,-1,-1,-1,0,1,0,571,0,0,0,0,16817949,134479872,0
650,ArgentTournamentDungeon,"Trial of the Champion",,,,,1,1,2,0,247,-1,-1,-1,0,1,0,571,0,0,0,0,7709,134479880,0
651,ElevatorSpawnTest,ElevatorSpawnTest,,,,,3,0,0,0,0,-1,-1,-1,0,1,0,-1,0,0,0,0,1555,0,0
654,Gilneas2,Gilneas2,,,,,1,0,3,0,4,-1,-1,-1,0,1,0,-1,0,0,0,0,17055261,1310720,0
655,GilneasPhase1,GilneasPhase1,,,,,1,0,3,0,0,-1,654,-1,0,1,0,-1,0,0,0,0,16784989,1310720,0
656,GilneasPhase2,GilneasPhase2,,,,,1,0,3,0,0,-1,654,-1,0,1,0,-1,0,0,0,0,16784989,1310720,0
657,SkywallDungeon,"The Vortex Pinnacle",,,,,1,1,3,0,259,-1,-1,-1,0,1,0,1,0,0,0,0,7709,262144,0
658,QuarryofTears,"Pit of Saron",,,,,1,1,2,0,252,-1,-1,-1,0,1,0,571,0,0,0,0,7709,134479872,0
659,LostIslesPhase1,"Lost Isles Volcano Eruption",,,,,1,0,3,0,3,-1,648,-1,0,1,0,-1,0,0,0,0,16784925,1310720,0
660,Deephomeceiling,"Deephome Ceiling",,,,,1,0,3,0,0,-1,-1,-1,0,1,0,-1,0,0,0,0,16785055,1310720,0
661,LostIslesPhase2,"Lost Isles Town in a Box",,,,,1,0,3,0,0,-1,648,-1,0,1,0,-1,0,0,0,0,16784925,1310720,0
662,Transport197195,"Transport: Alliance Vashj'ir Ship",,,,,3,0,3,0,0,-1,-1,-1,0,1,0,-1,0,0,0,0,1553,0,0
668,HallsOfReflection,"Halls of Reflection",,,,,1,1,2,0,253,-1,-1,-1,0,1,0,571,0,0,0,0,7709,134479872,0
669,BlackwingDescent,"Blackwing Descent",,,,,1,2,3,0,260,-1,-1,-1,0,1,0,0,0,0,0,0,16817949,262272,0
670,GrimBatolDungeon,"Grim Batol",,,,,1,1,3,0,257,-1,-1,-1,0,1,0,0,0,0,0,0,7709,262144,0
671,GrimBatolRaid,"The Bastion of Twilight",,,,,1,2,3,0,266,-1,-1,-1,0,1,0,0,0,0,0,0,16817949,262272,0
672,Transport197347,"Transport: The Skybreaker (Icecrown Citadel Raid)",,,,,3,0,2,0,0,-1,-1,-1,0,1,0,-1,0,0,0,0,1553,134217728,0
673,Transport197348,"Transport: Orgrim's Hammer (Icecrown Citadel Raid)",,,,,3,0,2,0,0,-1,-1,-1,0,1,0,-1,0,0,0,0,1553,134217728,0
674,Transport197349-2,"Transport: Ship to Vashj'ir",,,,,3,0,3,0,0,-1,-1,-1,0,1,0,-1,0,0,0,0,1553,0,0
712,Transport197349,"Transport: The Skybreaker (IC Dungeon)",,,,,3,0,2,0,0,-1,-1,-1,0,1,0,-1,0,0,0,0,1553,134217728,0
713,Transport197350,"Transport: Orgrim's Hammer (IC Dungeon)",,,,,3,0,2,0,0,-1,-1,-1,0,1,0,-1,0,0,0,0,1553,134217728,0
718,Transport201834,"Trasnport: The Mighty Wind (Icecrown Citadel Raid)",,,,,3,0,2,0,0,-1,-1,-1,0,1,0,-1,0,0,0,0,1537,134479880,0
719,MountHyjalPhase1,"Mount Hyjal Phase 1",,,,,1,0,0,0,3,-1,1,-1,0,1,0,-1,0,0,0,0,16916061,1310720,0
720,Firelands1,Firelands,,,,,1,2,3,0,275,720,-1,-1,0,1,0,1,0,0,0,0,18915101,134480000,0
721,Firelands2,"Firelands Terrain 2",,,,,1,1,3,0,0,720,-1,-1,0,1,0,-1,0,0,0,0,7837,262144,0
723,Stormwind,Stormwind,,,,,1,0,0,0,0,-1,-1,-1,0,1,0,-1,0,0,0,0,16784925,134479872,0
724,ChamberofAspectsRed,"The Ruby Sanctum",,,,,1,2,2,0,254,-1,-1,-1,0,1,0,571,0,0,0,0,16817949,134479872,0
725,DeepholmeDungeon,"The Stonecore",,,,,1,1,3,0,258,-1,-1,-1,0,1,0,646,0,0,0,0,7709,262144,0
726,CataclysmCTF,"Twin Peaks","Nestled in the Twilight Highlands, Twin Peaks has flared as a point of contention between the Alliance and Horde.

As a 10 vs 10 capture-the-flag battleground, the first faction to capture three flags is victorious.

Lend your strength as both factions struggle to take control of this critical high ground!","Nestled in the Twilight Highlands, Twin Peaks has flared as a point of contention between the Alliance and Horde.

As a 10 vs 10 capture-the-flag battleground, the first faction to capture three flags is victorious.

Lend your strength as both factions struggle to take control of this critical high ground!",,,1,3,3,0,262,-1,-1,-1,0,1,0,-1,0,0,0,0,7773,262144,0
727,STV_Mine_BG,"STV Diamond Mine BG",,,,,1,1,3,0,182,-1,-1,-1,0,1,0,-1,0,0,0,0,7711,262144,0
730,MaelstromZone,"Maelstrom Zone",,,,,1,0,3,0,272,-1,-1,-1,0,1,0,-1,0,0,0,0,16784989,1310720,0
731,DesolaceBomb,"Stonetalon Bomb",,,,,1,0,0,0,3,-1,1,-1,0,1,0,-1,0,0,0,0,16784989,1310720,0
732,TolBarad,"Tol Barad",,,,,1,0,3,0,265,-1,-1,-1,0,1,0,-1,0,0,0,0,16793181,1310720,0
734,AhnQirajTerrace,"Ahn'Qiraj Terrace",,,,,1,1,2,0,184,-1,-1,-1,0,1,0,-1,0,0,0,0,7709,262144,0
736,TwilightHighlandsDragonmawPhase,"Twilight Highlands Dragonmaw Phase",,,,,1,0,0,0,0,-1,0,-1,0,1,0,-1,0,0,0,0,16784925,1310720,0
738,Transport200100,"Ship to Vashj'ir (Orgrimmar -> Vashj'ir)",,,,,3,0,3,0,0,-1,-1,-1,0,1,0,-1,0,0,0,0,1553,0,0
739,Transport200101,"Vashj'ir Sub - Horde",,,,,3,0,3,0,0,-1,-1,-1,0,1,0,-1,0,0,0,0,1553,0,0
740,Transport200102,"Vashj'ir Sub - Alliance",,,,,3,0,3,0,0,-1,-1,-1,0,1,0,-1,0,0,0,0,1553,0,0
741,Transport200103,"Twilight Highlands Horde Transport",,,,,3,0,3,0,0,-1,-1,-1,0,1,0,-1,0,0,0,0,1553,0,0
