id,name,map_id,x,y
2912,Ambercorn,1,-2132.6,-992.514
2912,Ambercorn,1,-2106.22,-63.1155
2912,Ambercorn,1,-2075.28,-836.08
2912,Ambercorn,1,-2062.23,-283.426
2912,Ambercorn,1,-2042.95,-200.846
2912,Ambercorn,1,-2017.28,-844.821
2912,Ambercorn,1,-1950.78,-248.014
2912,Ambercorn,1,-1895.63,-623.304
2912,Ambercorn,1,-1850.71,-177.784
2912,Ambercorn,1,-1835.32,-358.332
2912,Ambercorn,1,-1758.25,219.814
2912,Ambercorn,1,-1729.82,82.4141
2912,Ambercorn,1,-1532.64,209.91
2912,Ambercorn,1,-1519,-874.362
2912,Ambercorn,1,-1341.83,-662.51
2912,Ambercorn,1,-1338.34,-383.614
2912,Ambercorn,1,-1316.24,-858.265
2912,Ambercorn,1,-1161.32,-430.173
2912,Ambercorn,1,-821.75,54.8248
2912,Ambercorn,1,-817.982,-377.815
2912,Ambercorn,1,-722.653,-101.69
103815,"Ambermill Strongbox",0,-160.152,774.069
176785,"Ammo Crate",0,-5746.87,-371.43
20807,"Ancient Brazier",1,-4889.76,-2281.96
126260,"Ancient Chest",0,-6201.66,-3057.53
175889,"Ancient Egg",0,-760.949,-3792.02
333,"Ancient Relic",0,-3371.96,-1846.54
334,"Ancient Relic",0,-3373.47,-1810.15
35252,"Ancient Relic",0,-3444.59,-1833.84
17783,"Ancient Statuette",1,3879.52,880.966
103600,"Andron's Bookshelf",0,1385.33,341.708
142344,"Artificial Extrapolator",90,-893.433,346.016
142344,"Artificial Extrapolator",90,-857.707,357.317
142344,"Artificial Extrapolator",90,-835.579,507.531
142344,"Artificial Extrapolator",90,-824.705,434.837
142344,"Artificial Extrapolator",90,-821.033,296.943
142344,"Artificial Extrapolator",90,-798.868,397.023
142344,"Artificial Extrapolator",90,-780.991,192.097
142344,"Artificial Extrapolator",90,-771.775,368.892
142344,"Artificial Extrapolator",90,-750.604,633.824
142344,"Artificial Extrapolator",90,-737.905,683.435
142344,"Artificial Extrapolator",90,-737.696,252.43
142344,"Artificial Extrapolator",90,-688.657,537.412
142344,"Artificial Extrapolator",90,-688.036,441.761
142344,"Artificial Extrapolator",90,-676.904,694.759
142344,"Artificial Extrapolator",90,-651.159,404.573
142344,"Artificial Extrapolator",90,-650.266,507.459
142344,"Artificial Extrapolator",90,-640.366,115.257
142344,"Artificial Extrapolator",90,-639.499,98.2576
142344,"Artificial Extrapolator",90,-626.23,534.406
142344,"Artificial Extrapolator",90,-623.627,715.784
142344,"Artificial Extrapolator",90,-619.782,463.787
142344,"Artificial Extrapolator",90,-618.898,546.456
142344,"Artificial Extrapolator",90,-614.765,446.326
142344,"Artificial Extrapolator",90,-613.813,50.1167
142344,"Artificial Extrapolator",90,-598.683,441.687
142344,"Artificial Extrapolator",90,-585.429,401.097
142344,"Artificial Extrapolator",90,-577.389,429.721
142344,"Artificial Extrapolator",90,-573.166,358.569
142344,"Artificial Extrapolator",90,-565.759,306.406
142344,"Artificial Extrapolator",90,-560.135,587.789
142344,"Artificial Extrapolator",90,-554.923,524.83
142344,"Artificial Extrapolator",90,-549.984,572.745
142344,"Artificial Extrapolator",90,-535.189,309.62
142344,"Artificial Extrapolator",90,-518.071,207.96
142344,"Artificial Extrapolator",90,-508.935,436.862
142344,"Artificial Extrapolator",90,-503.163,288.431
142344,"Artificial Extrapolator",90,-500.244,550.958
142344,"Artificial Extrapolator",90,-497.876,268.348
142344,"Artificial Extrapolator",90,-495.907,463.871
142344,"Artificial Extrapolator",90,-494.991,445.379
142344,"Artificial Extrapolator",90,-484.388,524.049
142344,"Artificial Extrapolator",90,-474.898,39.9007
142344,"Artificial Extrapolator",90,-449.446,470.808
142344,"Artificial Extrapolator",90,-441.089,235.067
142344,"Artificial Extrapolator",90,-440.51,195.739
142344,"Artificial Extrapolator",90,-425.91,33.8693
142344,"Artificial Extrapolator",90,-360.87,139.481
30854,"Atal'ai Artifact",0,-10630.2,-3842.42
30854,"Atal'ai Artifact",0,-10612.6,-3834.69
30854,"Atal'ai Artifact",0,-10611.5,-3912.47
30854,"Atal'ai Artifact",0,-10528.7,-3820.75
30854,"Atal'ai Artifact",0,-10525,-3746.86
30854,"Atal'ai Artifact",0,-10505.5,-3780.27
30854,"Atal'ai Artifact",0,-10495.1,-4029.64
30854,"Atal'ai Artifact",0,-10486.5,-3843.2
30854,"Atal'ai Artifact",0,-10467,-3723.87
30854,"Atal'ai Artifact",0,-10447.4,-3747.13
30854,"Atal'ai Artifact",0,-10429.8,-3654.53
30854,"Atal'ai Artifact",0,-10384.1,-3777.46
30854,"Atal'ai Artifact",0,-10376.8,-3699.82
30854,"Atal'ai Artifact",0,-10376.2,-3875.26
30854,"Atal'ai Artifact",0,-10343.7,-3804.86
30855,"Atal'ai Artifact",0,-10582.8,-3766.84
30855,"Atal'ai Artifact",0,-10562.5,-3924.92
30855,"Atal'ai Artifact",0,-10544.9,-3952.77
30855,"Atal'ai Artifact",0,-10528.7,-3820.75
30855,"Atal'ai Artifact",0,-10526.2,-3863.78
30855,"Atal'ai Artifact",0,-10428.9,-3783.61
30855,"Atal'ai Artifact",0,-10384.1,-3777.46
30855,"Atal'ai Artifact",0,-10341,-3736.78
30855,"Atal'ai Artifact",0,-10333.3,-3853.02
30855,"Atal'ai Artifact",0,-10304.4,-3876.28
30855,"Atal'ai Artifact",0,-10304.3,-3960.32
30855,"Atal'ai Artifact",0,-10267.9,-3918.14
30856,"Atal'ai Artifact",0,-10591.8,-3972
30856,"Atal'ai Artifact",0,-10554.5,-3780.28
30856,"Atal'ai Artifact",0,-10545.8,-3872.98
30856,"Atal'ai Artifact",0,-10505.9,-3634.01
30856,"Atal'ai Artifact",0,-10486.5,-3843.2
30856,"Atal'ai Artifact",0,-10433,-3886.55
30856,"Atal'ai Artifact",0,-10414.1,-3933.38
30856,"Atal'ai Artifact",0,-10396.3,-3836.55
30856,"Atal'ai Artifact",0,-10362.3,-4017.44
30856,"Atal'ai Artifact",0,-10355.9,-3825.43
30856,"Atal'ai Artifact",0,-10353.6,-3927.38
30856,"Atal'ai Artifact",0,-10323.6,-3792.94
30856,"Atal'ai Artifact",0,-10321,-3766.63
30856,"Atal'ai Artifact",0,-10281,-3787.93
30856,"Atal'ai Artifact",0,-10245.3,-3823.93
37099,"Atal'ai Tablet",0,-10405.4,-3982.36
37099,"Atal'ai Tablet",0,-10378.4,-4018.2
37099,"Atal'ai Tablet",0,-10377.9,-3950.25
37099,"Atal'ai Tablet",0,-10376.2,-3961.71
37099,"Atal'ai Tablet",0,-10370.9,-3980.15
37099,"Atal'ai Tablet",0,-10359.4,-3962.76
37099,"Atal'ai Tablet",0,-10349.5,-3893.36
37099,"Atal'ai Tablet",0,-10346.3,-3967.85
37099,"Atal'ai Tablet",0,-10337.8,-3851.45
37099,"Atal'ai Tablet",0,-10335.1,-3937.92
37099,"Atal'ai Tablet",0,-10312.3,-3876.39
37099,"Atal'ai Tablet",0,-10301.7,-3841.17
37099,"Atal'ai Tablet",0,-10291.2,-3936.29
37099,"Atal'ai Tablet",0,-10290.4,-3970.14
177789,"Augustus' Receipt Book",0,2997.61,-2860.27
152620,"Azsharite Formation",1,2452.77,-5903.56
152620,"Azsharite Formation",1,2524.7,-6099
152620,"Azsharite Formation",1,2644.68,-6366.55
152620,"Azsharite Formation",1,2813.64,-6089.12
152620,"Azsharite Formation",1,2992.79,-5596.36
152621,"Azsharite Formation",1,2286.88,-6286.94
152621,"Azsharite Formation",1,2364.99,-6452.86
152621,"Azsharite Formation",1,2399.31,-5674.11
152621,"Azsharite Formation",1,2400.9,-6095.08
152621,"Azsharite Formation",1,2455.02,-5932.56
152621,"Azsharite Formation",1,2638.2,-6317.19
152622,"Azsharite Formation",1,2283.25,-6079.93
152622,"Azsharite Formation",1,2294.57,-6258.64
152622,"Azsharite Formation",1,2314.11,-5960.15
152622,"Azsharite Formation",1,2368.67,-6502.16
152622,"Azsharite Formation",1,2393.23,-5822.98
152622,"Azsharite Formation",1,2399.99,-6180.49
152622,"Azsharite Formation",1,2400.63,-5670.19
152622,"Azsharite Formation",1,2414.94,-6326.1
152622,"Azsharite Formation",1,2441.85,-5797.37
152622,"Azsharite Formation",1,2477.72,-5963.47
152622,"Azsharite Formation",1,2524.26,-6327.23
152622,"Azsharite Formation",1,2568.2,-6044.43
152622,"Azsharite Formation",1,2678.63,-6121.11
152622,"Azsharite Formation",1,2749.44,-5906.21
152622,"Azsharite Formation",1,2851.58,-6082.01
152622,"Azsharite Formation",1,2978.43,-5570.77
152631,"Azsharite Formation",1,2300.2,-6302.26
152631,"Azsharite Formation",1,2438.59,-6459.73
152631,"Azsharite Formation",1,2633.52,-5833.2
152631,"Azsharite Formation",1,2655.94,-5737.8
152631,"Azsharite Formation",1,2673.61,-6006.06
152631,"Azsharite Formation",1,2678.63,-6335.86
152631,"Azsharite Formation",1,2720.12,-5567.12
152631,"Azsharite Formation",1,2841.39,-5739.23
152631,"Azsharite Formation",1,2910.19,-5680.45
92420,"Bailor's Ore",0,-4885.06,-3968.84
2891,"Balia'mah Trophy Skulls",0,-12544,-723.063
102985,"Balnir Snapdragons",0,1969.43,-471.338
102985,"Balnir Snapdragons",0,1969.55,-464.101
102985,"Balnir Snapdragons",0,1969.59,-472.857
102985,"Balnir Snapdragons",0,1976.87,-463.903
102985,"Balnir Snapdragons",0,1976.88,-472.256
102985,"Balnir Snapdragons",0,1977.11,-473.432
19598,"Barrow Cache",1,2466.91,1880.6
181053,"Basket of Bloodkelp",1,-2797.35,-4954.83
181053,"Basket of Bloodkelp",1,-2726.84,-5014.48
181053,"Basket of Bloodkelp",1,-2557.6,-4917.68
175207,"Beached Sea Creature",1,6109.95,559.668
175233,"Beached Sea Creature",1,6956.49,195.473
176197,"Beached Sea Turtle",1,7433.73,47.2668
20726,"Beginnings of the Undead Threat",189,238.548,-307.686
1594,"Berard's Bookshelf",0,-382.261,1644.94
175334,"Bijou's Belongings",229,-78.5492,-402.515
175334,"Bijou's Belongings",229,-32.4305,-403.26
175334,"Bijou's Belongings",229,-9.06949,-462.313
175334,"Bijou's Belongings",229,33.7166,-466.067
104575,"Bingles's Blastencapper",0,-4976.83,-3489.17
104564,"Bingles's Toolbucket",0,-5041.03,-3337.81
104569,"Bingles's Toolbucket",0,-4864.81,-3328.1
104574,"Bingles's Toolbucket",0,-4930.64,-3422.01
102984,"Bink's Toolbox",0,-5073.02,436.788
164958,"Bloodpetal Sprout",1,-7953.48,-1000.99
164958,"Bloodpetal Sprout",1,-7908.92,-795.781
164958,"Bloodpetal Sprout",1,-7822.17,-1808.88
164958,"Bloodpetal Sprout",1,-7787.23,-1010
164958,"Bloodpetal Sprout",1,-7786.12,-1116.57
164958,"Bloodpetal Sprout",1,-7734.7,-567.25
164958,"Bloodpetal Sprout",1,-7702.4,-1440.36
164958,"Bloodpetal Sprout",1,-7679.2,-1217.47
164958,"Bloodpetal Sprout",1,-7678.82,-1013.74
164958,"Bloodpetal Sprout",1,-7649.27,-725.644
164958,"Bloodpetal Sprout",1,-7641.12,-1939.97
164958,"Bloodpetal Sprout",1,-7622.38,-494.911
164958,"Bloodpetal Sprout",1,-7615.91,-655.984
164958,"Bloodpetal Sprout",1,-7527.5,-2170.57
164958,"Bloodpetal Sprout",1,-7520.01,-2215.79
164958,"Bloodpetal Sprout",1,-7470.31,-683.383
164958,"Bloodpetal Sprout",1,-7425.95,-530.783
164958,"Bloodpetal Sprout",1,-7408.88,-1065.22
164958,"Bloodpetal Sprout",1,-7382.56,-2123.65
164958,"Bloodpetal Sprout",1,-7338.21,-425.84
164958,"Bloodpetal Sprout",1,-7314.31,-2251.81
164958,"Bloodpetal Sprout",1,-7313.05,-2076.85
164958,"Bloodpetal Sprout",1,-7293.43,-358.482
164958,"Bloodpetal Sprout",1,-7267.73,-619.578
164958,"Bloodpetal Sprout",1,-7208.4,-996.517
164958,"Bloodpetal Sprout",1,-7187.86,-383.641
164958,"Bloodpetal Sprout",1,-7131.48,-2163.23
164958,"Bloodpetal Sprout",1,-7101.44,-495.313
164958,"Bloodpetal Sprout",1,-7082.15,-710.341
164958,"Bloodpetal Sprout",1,-7059.71,-2202.61
164958,"Bloodpetal Sprout",1,-7019.17,-707.251
164958,"Bloodpetal Sprout",1,-7013.67,-1117.57
164958,"Bloodpetal Sprout",1,-6991.9,-1650.96
164958,"Bloodpetal Sprout",1,-6951.33,-860.833
164958,"Bloodpetal Sprout",1,-6942.75,-1223.21
164958,"Bloodpetal Sprout",1,-6930.19,-713.757
164958,"Bloodpetal Sprout",1,-6856.5,-1611.13
164958,"Bloodpetal Sprout",1,-6831.82,-1003.39
164958,"Bloodpetal Sprout",1,-6811.56,-1829.85
164958,"Bloodpetal Sprout",1,-6794.53,-1285.32
164958,"Bloodpetal Sprout",1,-6777.45,-1924.64
164958,"Bloodpetal Sprout",1,-6744.66,-1354.65
164958,"Bloodpetal Sprout",1,-6740.47,-1553.43
164958,"Bloodpetal Sprout",1,-6657.29,-2054.13
164958,"Bloodpetal Sprout",1,-6652.35,-868.461
164958,"Bloodpetal Sprout",1,-6551.9,-1758.14
164958,"Bloodpetal Sprout",1,-6540.86,-717.276
164958,"Bloodpetal Sprout",1,-6537.28,-884.674
164958,"Bloodpetal Sprout",1,-6442.25,-883.041
164958,"Bloodpetal Sprout",1,-6413.73,-1681.09
164958,"Bloodpetal Sprout",1,-6412.91,-1816.09
164958,"Bloodpetal Sprout",1,-6377.58,-1547.36
164958,"Bloodpetal Sprout",1,-6346.3,-1380.36
164958,"Bloodpetal Sprout",1,-6316.03,-1242.89
2086,"Bloodsail Charts",0,-14686.3,488.541
2087,"Bloodsail Orders",0,-14705.2,450.416
2087,"Bloodsail Orders",0,-14685.4,486.472
20920,"Blueleaf Tuber",47,1991.49,1608.53
20920,"Blueleaf Tuber",47,2000.85,1533.93
20920,"Blueleaf Tuber",47,2030.32,1867.61
20920,"Blueleaf Tuber",47,2055.28,1767.7
20920,"Blueleaf Tuber",47,2075.75,1742.04
20920,"Blueleaf Tuber",47,2080.89,1703.36
20920,"Blueleaf Tuber",47,2082.74,1671.82
20920,"Blueleaf Tuber",47,2091.33,1861.73
20920,"Blueleaf Tuber",47,2126,1661.15
20920,"Blueleaf Tuber",47,2156.98,1542.26
20920,"Blueleaf Tuber",47,2159.43,1687.49
20920,"Blueleaf Tuber",47,2179.95,1514.06
20920,"Blueleaf Tuber",47,2196.64,1827.96
20920,"Blueleaf Tuber",47,2200.15,1897.64
20920,"Blueleaf Tuber",47,2207.92,1596.91
18036,"Bottle of Disease",1,1896.83,-2641.82
18036,"Bottle of Disease",1,1898.27,-2642.36
18036,"Bottle of Disease",1,1908.14,-2643.02
18036,"Bottle of Disease",1,1909.85,-2642.83
18036,"Bottle of Disease",1,1913.1,-2640.38
1621,Briarthorn,0,-11408.4,1939.08
1621,Briarthorn,0,-11382.5,1712.27
1621,Briarthorn,0,-11254.3,1911.64
1621,Briarthorn,0,-11251.6,1625.53
1621,Briarthorn,0,-11211.2,1228.7
1621,Briarthorn,0,-11176,1712.59
1621,Briarthorn,0,-11169,-752
1621,Briarthorn,0,-11166,503.716
1621,Briarthorn,0,-11144,224.985
1621,Briarthorn,0,-11137.1,1057.05
1621,Briarthorn,0,-11137,155.441
1621,Briarthorn,0,-11130,-719
1621,Briarthorn,0,-11105.6,-731.904
1621,Briarthorn,0,-11104,732.775
1621,Briarthorn,0,-11101,-755
1621,Briarthorn,0,-11082,252.42
1621,Briarthorn,0,-11081.1,327.136
1621,Briarthorn,0,-11073,1546.55
1621,Briarthorn,0,-11071,558.665
1621,Briarthorn,0,-11066,-15.7862
1621,Briarthorn,0,-11063,-1304
1621,Briarthorn,0,-11056.3,-138.435
1621,Briarthorn,0,-11052.6,1197.83
1621,Briarthorn,0,-11042.4,1486.27
1621,Briarthorn,0,-11036,-1354
1621,Briarthorn,0,-11036,-436
1621,Briarthorn,0,-11032,-176
1621,Briarthorn,0,-11019.6,80.7746
1621,Briarthorn,0,-11019.5,-1231.85
1621,Briarthorn,0,-11018.9,-436.104
1621,Briarthorn,0,-11018,1269.23
1621,Briarthorn,0,-11017.3,1273.56
1621,Briarthorn,0,-11008.7,1678.96
1621,Briarthorn,0,-11002,-14
1621,Briarthorn,0,-10992,143.052
1621,Briarthorn,0,-10988,1633.94
1621,Briarthorn,0,-10982.5,1119.15
1621,Briarthorn,0,-10973,1404.34
1621,Briarthorn,0,-10970.5,-1142.02
1621,Briarthorn,0,-10970,-222
1621,Briarthorn,0,-10953,-798
1621,Briarthorn,0,-10951.9,-798.848
1621,Briarthorn,0,-10948.9,-185.265
1621,Briarthorn,0,-10944,-1371
1621,Briarthorn,0,-10941,-442
1621,Briarthorn,0,-10934.2,349.027
1621,Briarthorn,0,-10915,-46
1621,Briarthorn,0,-10915,195.015
1621,Briarthorn,0,-10910.6,1550.8
1621,Briarthorn,0,-10909,979.189
1621,Briarthorn,0,-10896,1822.01
1621,Briarthorn,0,-10894,-1028.04
1621,Briarthorn,0,-10890,-1304
1621,Briarthorn,0,-10887,-1317
1621,Briarthorn,0,-10877,-1103
1621,Briarthorn,0,-10871.4,-1205
1621,Briarthorn,0,-10870.6,1083.95
1621,Briarthorn,0,-10827.9,1783.94
1621,Briarthorn,0,-10798,-1365
1621,Briarthorn,0,-10782.7,-197.056
1621,Briarthorn,0,-10754,-823
1621,Briarthorn,0,-10743.5,-818.935
1621,Briarthorn,0,-10743.1,-646.991
1621,Briarthorn,0,-10739,-628
1621,Briarthorn,0,-10737.3,689.143
1621,Briarthorn,0,-10730,-114
1621,Briarthorn,0,-10724.6,431.879
1621,Briarthorn,0,-10716,-7.3878
1621,Briarthorn,0,-10707.2,-1411.07
1621,Briarthorn,0,-10707,819.448
1621,Briarthorn,0,-10705.2,-942.698
1621,Briarthorn,0,-10702.9,1829.45
1621,Briarthorn,0,-10699,547.688
1621,Briarthorn,0,-10694,-675
1621,Briarthorn,0,-10685.5,-985.969
1621,Briarthorn,0,-10683,415.078
1621,Briarthorn,0,-10660,558.543
1621,Briarthorn,0,-10656.5,-858.591
1621,Briarthorn,0,-10645.6,-140.796
1621,Briarthorn,0,-10623.8,34.726
1621,Briarthorn,0,-10617.7,-913.665
1621,Briarthorn,0,-10607,-105
1621,Briarthorn,0,-10597.8,498.424
1621,Briarthorn,0,-10585.6,1153.83
1621,Briarthorn,0,-10577,-877
1621,Briarthorn,0,-10570.1,700.636
1621,Briarthorn,0,-10569,701.093
1621,Briarthorn,0,-10558.9,894.501
1621,Briarthorn,0,-10557,317.914
1621,Briarthorn,0,-10548.4,-1001.86
1621,Briarthorn,0,-10527,-972
1621,Briarthorn,0,-10508.8,-798.706
1621,Briarthorn,0,-10493.8,341.078
1621,Briarthorn,0,-10485,1508.12
1621,Briarthorn,0,-10474,-78.0064
1621,Briarthorn,0,-10469,-907
1621,Briarthorn,0,-10450,-85
1621,Briarthorn,0,-10448.7,-1362.45
1621,Briarthorn,0,-10442.3,2009.9
1621,Briarthorn,0,-10435.6,42.7232
1621,Briarthorn,0,-10425,49.221
1621,Briarthorn,0,-10419,-76
1621,Briarthorn,0,-10418,-88
1621,Briarthorn,0,-10397.8,1926.35
1621,Briarthorn,0,-10397,-1299
1621,Briarthorn,0,-10387.3,-1191.86
1621,Briarthorn,0,-10386.6,-798.105
1621,Briarthorn,0,-10372.8,-1319.4
1621,Briarthorn,0,-10366.2,-84.3276
1621,Briarthorn,0,-10362.4,784.97
1621,Briarthorn,0,-10359,50.199
1621,Briarthorn,0,-10354,63.236
1621,Briarthorn,0,-10346.4,28.2568
1621,Briarthorn,0,-10339,-800
1621,Briarthorn,0,-10320,68.697
1621,Briarthorn,0,-10319.7,1886.76
1621,Briarthorn,0,-10318,70.547
1621,Briarthorn,0,-10311.2,-1427.56
1621,Briarthorn,0,-10310,1773.86
1621,Briarthorn,0,-10307,1784.86
1621,Briarthorn,0,-10302,1758.72
1621,Briarthorn,0,-10296,-1285
1621,Briarthorn,0,-10296,-23
1621,Briarthorn,0,-10294,1779.35
1621,Briarthorn,0,-10293,27.326
1621,Briarthorn,0,-10285,-912
1621,Briarthorn,0,-10284,-960
1621,Briarthorn,0,-10282.3,-948.749
1621,Briarthorn,0,-10278,256.84
1621,Briarthorn,0,-10273.4,-752.236
1621,Briarthorn,0,-10273.4,841.916
1621,Briarthorn,0,-10273,-960
1621,Briarthorn,0,-10271,-725
1621,Briarthorn,0,-10269,-118
1621,Briarthorn,0,-10266,254.781
1621,Briarthorn,0,-10265.8,266.94
1621,Briarthorn,0,-10254.1,1136.24
1621,Briarthorn,0,-10253.7,-1233.5
1621,Briarthorn,0,-10253,1766.26
1621,Briarthorn,0,-10251.2,170.163
1621,Briarthorn,0,-10247,-151
1621,Briarthorn,0,-10247,1737.16
1621,Briarthorn,0,-10245,490.313
1621,Briarthorn,0,-10243,1752.89
1621,Briarthorn,0,-10231,1724.14
1621,Briarthorn,0,-10221.9,-1002.5
1621,Briarthorn,0,-10215,1740.74
1621,Briarthorn,0,-10213.5,441.273
1621,Briarthorn,0,-10213,-704
1621,Briarthorn,0,-10210.7,-75.452
1621,Briarthorn,0,-10209.2,1704.51
1621,Briarthorn,0,-10193,1711.76
1621,Briarthorn,0,-10187.9,1542.37
1621,Briarthorn,0,-10185,-935
1621,Briarthorn,0,-10179.5,-918.365
1621,Briarthorn,0,-10152.7,1377.54
1621,Briarthorn,0,-10137.5,1752.56
1621,Briarthorn,0,-10135,1652.07
1621,Briarthorn,0,-10130,1731.68
1621,Briarthorn,0,-10092.6,1601.71
1621,Briarthorn,0,-10070,1681.55
1621,Briarthorn,0,-9927,814.627
1621,Briarthorn,0,-9904.38,-1880.45
1621,Briarthorn,0,-9880,1418.05
1621,Briarthorn,0,-9874,1417.02
1621,Briarthorn,0,-9770.06,-2221.82
1621,Briarthorn,0,-9742.59,-1776.33
1621,Briarthorn,0,-9693,-2425
1621,Briarthorn,0,-9673.71,-1971.44
1621,Briarthorn,0,-9661,-1777
1621,Briarthorn,0,-9659,-1993
1621,Briarthorn,0,-9658.02,-2111.7
1621,Briarthorn,0,-9647.41,-2340.83
1621,Briarthorn,0,-9636,-2014
1621,Briarthorn,0,-9626,-2543
1621,Briarthorn,0,-9620.59,-3204.73
1621,Briarthorn,0,-9567.76,-2131.51
1621,Briarthorn,0,-9562.72,-1868.06
1621,Briarthorn,0,-9522.33,-2332.94
1621,Briarthorn,0,-9496.37,-3203.11
1621,Briarthorn,0,-9493,-2094
1621,Briarthorn,0,-9481.71,-2875.11
1621,Briarthorn,0,-9479.87,-1875.75
1621,Briarthorn,0,-9460,-1899
1621,Briarthorn,0,-9457.76,-1995.27
1621,Briarthorn,0,-9415,-2111
1621,Briarthorn,0,-9384.84,-2966.28
1621,Briarthorn,0,-9380.46,-1944.81
1621,Briarthorn,0,-9345,-3113
1621,Briarthorn,0,-9282.73,-1880.83
1621,Briarthorn,0,-9273,-2757
1621,Briarthorn,0,-9262.77,-1977.89
1621,Briarthorn,0,-9235.94,-2926.83
1621,Briarthorn,0,-9224.64,-3368.39
1621,Briarthorn,0,-9163,-3106
1621,Briarthorn,0,-9083.6,-2206.59
1621,Briarthorn,0,-9072.37,-2054.56
1621,Briarthorn,0,-8985,-2196
1621,Briarthorn,0,-5835,-3871
1621,Briarthorn,0,-5807.98,-4171.35
1621,Briarthorn,0,-5805,-4097
1621,Briarthorn,0,-5715.8,-3593.29
1621,Briarthorn,0,-5700.1,-4125.57
1621,Briarthorn,0,-5464.19,-3965.31
1621,Briarthorn,0,-5429.04,-3918.93
1621,Briarthorn,0,-5338.93,-4044.69
1621,Briarthorn,0,-5278.94,-4121.98
1621,Briarthorn,0,-5278,-4123
1621,Briarthorn,0,-5253.37,-4036.28
1621,Briarthorn,0,-5224.15,-3702.81
1621,Briarthorn,0,-5196.54,-3952.01
1621,Briarthorn,0,-5147.11,-3496.26
1621,Briarthorn,0,-4979,-4024
1621,Briarthorn,0,-4966.77,-3511.53
1621,Briarthorn,0,-4921.13,-3886.59
1621,Briarthorn,0,-4766.45,-3552.82
1621,Briarthorn,0,-4299.13,-2916.84
1621,Briarthorn,0,-4154.25,-2961.75
1621,Briarthorn,0,-4108.67,-3082.92
1621,Briarthorn,0,-4108,-3082
1621,Briarthorn,0,-3783.77,-2933.34
1621,Briarthorn,0,-3700.66,-1328.36
1621,Briarthorn,0,-3602.54,-1371.32
1621,Briarthorn,0,-3563.25,-3230.54
1621,Briarthorn,0,-3558.61,-1292.08
1621,Briarthorn,0,-3494.52,-1487.17
1621,Briarthorn,0,-3482.48,-2876.22
1621,Briarthorn,0,-3459.29,-3094.94
1621,Briarthorn,0,-3433.37,-2286.1
1621,Briarthorn,0,-3411.19,-2446.53
1621,Briarthorn,0,-3380.85,-2549.54
1621,Briarthorn,0,-3183.31,-1111.6
1621,Briarthorn,0,-3174.86,-1256.82
1621,Briarthorn,0,-3160.43,-1554.23
1621,Briarthorn,0,-3158.41,-2715.49
1621,Briarthorn,0,-3157.49,-3169.83
1621,Briarthorn,0,-3121.62,-2614.2
1621,Briarthorn,0,-3108,-2187.96
1621,Briarthorn,0,-3087.76,-2009.68
1621,Briarthorn,0,-3067.73,-2692.13
1621,Briarthorn,0,-3035.26,-2247.11
1621,Briarthorn,0,-3024.27,-2522.86
1621,Briarthorn,0,-3008.33,-1158.85
1621,Briarthorn,0,-2938.52,-2764.86
1621,Briarthorn,0,-2931.52,-2068.53
1621,Briarthorn,0,-2917.71,-1810.56
1621,Briarthorn,0,-2909.45,-2307.05
1621,Briarthorn,0,-2892,-2565
1621,Briarthorn,0,-2845.5,-2193.88
1621,Briarthorn,0,-2841,-2588
